arquivo,classe_binaria,codec,ataque
LA_E_3525685,0,none,bonafide
LA_E_3526192,1,ulaw,A14
LA_E_3526412,1,alaw,A18
LA_E_3526518,1,alaw,A13
LA_E_3528915,1,ulaw,A10
LA_E_3529062,1,g722,A12
LA_E_3529125,1,pstn,A11
LA_E_3529416,1,gsm,A10
LA_E_3529707,1,gsm,A18
LA_E_3529733,1,gsm,A11
LA_E_3529774,1,g722,A18
LA_E_3530267,1,alaw,A17
LA_E_3530524,0,pstn,bonafide
LA_E_3530943,1,gsm,A08
LA_E_3531885,1,none,A10
LA_E_3532671,1,ulaw,A16
LA_E_3532809,1,g722,A12
LA_E_3533313,1,g722,A17
LA_E_3533370,1,g722,A09
LA_E_3533692,1,ulaw,A12
LA_E_3534236,1,gsm,A17
LA_E_3534316,1,none,A11
LA_E_3534479,1,g722,A15
LA_E_3534697,1,gsm,A07
LA_E_3534704,1,opus,A10
LA_E_3535060,1,none,A16
LA_E_3535260,0,pstn,bonafide
LA_E_3535332,1,opus,A16
LA_E_3536483,1,opus,A11
LA_E_3536816,1,none,A14
LA_E_3536999,1,opus,A14
LA_E_3537511,0,ulaw,bonafide
LA_E_3537637,1,pstn,A07
LA_E_3537854,1,opus,A14
LA_E_3537877,1,g722,A16
LA_E_3538121,1,none,A13
LA_E_3538284,0,g722,bonafide
LA_E_3539151,1,gsm,A17
LA_E_3539676,1,none,A17
LA_E_3539746,1,g722,A10
LA_E_3539931,1,opus,A16
LA_E_3540170,1,gsm,A13
LA_E_3540444,1,pstn,A14
LA_E_3540516,1,ulaw,A14
LA_E_3540790,1,pstn,A07
LA_E_3541030,1,gsm,A15
LA_E_3541505,1,pstn,A16
LA_E_3542257,1,ulaw,A07
LA_E_3542608,1,pstn,A10
LA_E_3543267,1,pstn,A13
LA_E_3543569,1,ulaw,A16
LA_E_3543928,1,pstn,A11
LA_E_3544134,1,g722,A07
LA_E_3544137,1,gsm,A08
LA_E_3544517,0,pstn,bonafide
LA_E_3545580,0,pstn,bonafide
LA_E_3545585,1,alaw,A19
LA_E_3546690,0,opus,bonafide
LA_E_3546786,1,alaw,A16
LA_E_3547410,1,alaw,A17
LA_E_3547464,1,ulaw,A07
LA_E_3547823,0,opus,bonafide
LA_E_3548022,1,ulaw,A13
LA_E_3548230,1,alaw,A15
LA_E_3548643,1,opus,A15
LA_E_3549024,1,alaw,A11
LA_E_3549269,1,opus,A18
LA_E_3549928,1,pstn,A19
LA_E_3550267,1,none,A19
LA_E_3550763,1,gsm,A11
LA_E_3551972,1,g722,A18
LA_E_3552573,0,none,bonafide
LA_E_3553511,1,ulaw,A12
LA_E_3554384,1,opus,A10
LA_E_3554700,1,ulaw,A18
LA_E_3554854,1,gsm,A14
LA_E_3555739,1,gsm,A13
LA_E_3556213,1,gsm,A11
LA_E_3556453,1,ulaw,A17
LA_E_3556549,1,pstn,A11
LA_E_3557123,0,alaw,bonafide
LA_E_3557196,1,ulaw,A16
LA_E_3557294,1,none,A15
LA_E_3557855,1,g722,A10
LA_E_3557996,1,ulaw,A16
LA_E_3558277,1,g722,A09
LA_E_3558578,1,ulaw,A18
LA_E_3558772,1,none,A07
LA_E_3559183,0,none,bonafide
LA_E_3559907,1,ulaw,A16
LA_E_3559941,1,gsm,A08
LA_E_3560441,1,ulaw,A13
LA_E_3560537,1,pstn,A07
LA_E_3561137,1,ulaw,A12
LA_E_3561156,1,ulaw,A09
LA_E_3562104,1,opus,A13
LA_E_3562448,1,none,A18
LA_E_3562594,1,g722,A10
LA_E_3563091,1,g722,A19
LA_E_3563305,0,ulaw,bonafide
LA_E_3564036,0,opus,bonafide
LA_E_3564699,1,alaw,A10
LA_E_3564765,1,opus,A09
LA_E_3565481,1,none,A10
LA_E_3565661,1,none,A12
LA_E_3566290,1,alaw,A17
LA_E_3566349,1,none,A14
LA_E_3566372,1,opus,A19
LA_E_3566723,1,pstn,A14
LA_E_3566923,1,ulaw,A07
LA_E_3567150,1,opus,A13
LA_E_3567184,1,pstn,A07
LA_E_3567293,0,gsm,bonafide
LA_E_3567662,1,none,A08
LA_E_3568997,1,pstn,A11
LA_E_3569223,1,opus,A09
LA_E_3569584,1,g722,A10
LA_E_3569646,1,ulaw,A07
LA_E_3570178,1,gsm,A10
LA_E_3570297,1,ulaw,A09
LA_E_3571117,0,none,bonafide
LA_E_3571232,1,ulaw,A09
LA_E_3571627,1,opus,A13
LA_E_3572213,1,none,A19
LA_E_3572538,1,pstn,A08
LA_E_3572627,0,gsm,bonafide
LA_E_3572933,1,opus,A11
LA_E_3574491,1,g722,A12
LA_E_3574536,1,gsm,A13
LA_E_3574581,1,g722,A19
LA_E_3575232,1,gsm,A18
LA_E_3575659,1,alaw,A17
LA_E_3576217,1,gsm,A15
LA_E_3576467,1,opus,A18
LA_E_3576730,1,opus,A08
LA_E_3577197,1,ulaw,A07
LA_E_3577791,1,alaw,A16
LA_E_3578360,1,alaw,A07
LA_E_3578576,1,gsm,A10
LA_E_3579020,1,gsm,A18
LA_E_3579556,1,pstn,A16
LA_E_3581568,0,g722,bonafide
LA_E_3582833,1,alaw,A17
LA_E_3583772,1,g722,A18
LA_E_3583861,1,pstn,A17
LA_E_3583986,1,g722,A08
LA_E_3584609,1,gsm,A16
LA_E_3584665,1,pstn,A10
LA_E_3584758,0,g722,bonafide
LA_E_3584864,0,opus,bonafide
LA_E_3584933,1,none,A10
LA_E_3585048,1,pstn,A15
LA_E_3585144,1,pstn,A11
LA_E_3585170,1,opus,A15
LA_E_3585317,1,pstn,A19
LA_E_3585421,1,opus,A16
LA_E_3585634,1,pstn,A16
LA_E_3585910,0,g722,bonafide
LA_E_3585950,1,g722,A13
LA_E_3586488,1,none,A17
LA_E_3586520,1,gsm,A12
LA_E_3586688,1,none,A16
LA_E_3586919,1,alaw,A07
LA_E_3587010,1,opus,A08
LA_E_3587217,0,g722,bonafide
LA_E_3587992,1,gsm,A19
LA_E_3588055,1,ulaw,A16
LA_E_3588822,1,g722,A16
LA_E_3588981,1,g722,A10
LA_E_3589209,1,opus,A08
LA_E_3589235,1,opus,A09
LA_E_3589471,1,ulaw,A17
LA_E_3589772,1,opus,A15
LA_E_3589944,1,pstn,A18
LA_E_3589993,1,gsm,A08
LA_E_3590040,1,alaw,A15
LA_E_3590433,1,none,A09
LA_E_3590479,0,none,bonafide
LA_E_3590787,1,pstn,A19
LA_E_3591062,0,pstn,bonafide
LA_E_3591584,0,alaw,bonafide
LA_E_3591595,1,pstn,A13
LA_E_3591638,1,alaw,A12
LA_E_3591774,0,ulaw,bonafide
LA_E_3592465,0,gsm,bonafide
LA_E_3592785,1,opus,A18
LA_E_3593251,1,gsm,A14
LA_E_3593623,1,gsm,A16
LA_E_3593799,1,gsm,A07
LA_E_3594428,1,none,A13
LA_E_3595072,1,opus,A17
LA_E_3595366,1,gsm,A07
LA_E_3595369,1,opus,A10
LA_E_3595920,1,g722,A19
LA_E_3596572,1,ulaw,A16
LA_E_3596604,0,none,bonafide
LA_E_3596640,1,ulaw,A13
LA_E_3596853,1,alaw,A19
LA_E_3597420,1,g722,A14
LA_E_3597974,1,gsm,A09
LA_E_3598597,1,gsm,A12
LA_E_3598659,1,gsm,A16
LA_E_3598992,0,opus,bonafide
LA_E_3599393,1,alaw,A10
LA_E_3599809,0,opus,bonafide
LA_E_3600121,0,opus,bonafide
LA_E_3601076,1,gsm,A17
LA_E_3601728,1,opus,A16
LA_E_3601739,1,none,A16
LA_E_3602103,1,alaw,A14
LA_E_3602232,1,opus,A19
LA_E_3602259,1,ulaw,A13
LA_E_3602558,1,pstn,A16
LA_E_3604200,1,g722,A10
LA_E_3605044,1,pstn,A19
LA_E_3606263,1,opus,A16
LA_E_3606339,1,alaw,A17
LA_E_3607330,1,none,A11
LA_E_3607602,1,gsm,A11
LA_E_3608977,1,g722,A12
LA_E_3609025,1,opus,A14
LA_E_3609030,1,pstn,A14
LA_E_3609559,1,none,A09
LA_E_3610129,0,gsm,bonafide
LA_E_3610233,1,gsm,A08
LA_E_3610365,1,gsm,A14
LA_E_3610536,1,pstn,A07
LA_E_3610769,1,pstn,A09
LA_E_3611240,1,ulaw,A15
LA_E_3611689,1,ulaw,A13
LA_E_3611842,1,ulaw,A07
LA_E_3612281,1,ulaw,A09
LA_E_3612372,1,opus,A11
LA_E_3612373,1,g722,A11
LA_E_3612649,0,g722,bonafide
LA_E_3612853,1,alaw,A13
LA_E_3614298,1,none,A07
LA_E_3614880,0,ulaw,bonafide
LA_E_3615070,1,g722,A13
LA_E_3615612,1,alaw,A18
LA_E_3615792,0,gsm,bonafide
LA_E_3616227,1,ulaw,A10
LA_E_3616348,0,opus,bonafide
LA_E_3616621,1,g722,A16
LA_E_3617267,0,ulaw,bonafide
LA_E_3617541,1,g722,A19
LA_E_3617632,1,gsm,A15
LA_E_3617675,1,pstn,A11
LA_E_3618004,1,none,A10
LA_E_3618339,0,gsm,bonafide
LA_E_3618512,1,none,A17
LA_E_3618546,1,none,A08
LA_E_3618629,0,ulaw,bonafide
LA_E_3618936,1,gsm,A09
LA_E_3620837,1,g722,A15
LA_E_3620909,1,gsm,A08
LA_E_3621152,1,none,A19
LA_E_3621292,1,none,A12
LA_E_3621379,1,alaw,A10
LA_E_3621600,1,pstn,A11
LA_E_3622122,1,alaw,A16
LA_E_3622294,1,pstn,A13
LA_E_3622748,1,opus,A19
LA_E_3623595,1,opus,A18
LA_E_3623656,1,g722,A14
LA_E_3623674,1,pstn,A19
LA_E_3623756,1,opus,A07
LA_E_3624008,1,ulaw,A08
LA_E_3624225,1,gsm,A12
LA_E_3624351,1,gsm,A10
LA_E_3624364,1,g722,A10
LA_E_3624662,0,alaw,bonafide
LA_E_3625148,1,opus,A11
LA_E_3625162,1,gsm,A12
LA_E_3625590,1,opus,A10
LA_E_3627127,1,ulaw,A17
LA_E_3627239,1,gsm,A10
LA_E_3628145,1,alaw,A17
LA_E_3628308,1,gsm,A15
LA_E_3628354,0,g722,bonafide
LA_E_3628440,1,ulaw,A18
LA_E_3628746,1,none,A18
LA_E_3629005,0,ulaw,bonafide
LA_E_3629532,1,opus,A17
LA_E_3629907,1,gsm,A17
LA_E_3630092,1,opus,A12
LA_E_3630254,1,opus,A17
LA_E_3630504,1,alaw,A19
LA_E_3630624,1,g722,A14
LA_E_3630817,1,none,A18
LA_E_3631435,1,opus,A14
LA_E_3632144,1,opus,A13
LA_E_3632201,1,none,A15
LA_E_3632576,1,g722,A17
LA_E_3633335,0,opus,bonafide
LA_E_3633496,1,pstn,A15
LA_E_3635214,1,g722,A07
LA_E_3636033,1,opus,A08
LA_E_3636104,1,gsm,A10
LA_E_3636155,1,g722,A09
LA_E_3636328,1,opus,A18
LA_E_3636562,1,g722,A13
LA_E_3636638,1,pstn,A17
LA_E_3637235,1,ulaw,A14
LA_E_3637477,1,ulaw,A15
LA_E_3637918,1,alaw,A15
LA_E_3638123,1,ulaw,A16
LA_E_3638677,1,alaw,A14
LA_E_3639493,0,alaw,bonafide
LA_E_3640119,1,pstn,A12
LA_E_3641181,1,none,A18
LA_E_3641430,1,none,A13
LA_E_3641624,1,opus,A14
LA_E_3642063,1,ulaw,A07
LA_E_3642366,1,alaw,A16
LA_E_3643017,1,ulaw,A12
LA_E_3643385,1,alaw,A12
LA_E_3643942,1,pstn,A16
LA_E_3644116,0,gsm,bonafide
LA_E_3644239,1,ulaw,A18
LA_E_3644394,1,ulaw,A10
LA_E_3645015,0,opus,bonafide
LA_E_3645808,1,ulaw,A18
LA_E_3645928,1,g722,A14
LA_E_3646284,1,opus,A13
LA_E_3646315,1,none,A07
LA_E_3646340,1,alaw,A13
LA_E_3646383,1,g722,A13
LA_E_3646552,1,g722,A07
LA_E_3647640,1,alaw,A08
LA_E_3647658,1,opus,A09
LA_E_3647834,1,ulaw,A10
LA_E_3648066,1,ulaw,A17
LA_E_3649084,0,ulaw,bonafide
LA_E_3649124,1,g722,A10
LA_E_3649235,1,opus,A10
LA_E_3649894,1,gsm,A11
LA_E_3650022,1,ulaw,A16
LA_E_3650105,1,ulaw,A12
LA_E_3650374,0,gsm,bonafide
LA_E_3650460,1,gsm,A17
LA_E_3650734,1,pstn,A17
LA_E_3650792,1,gsm,A18
LA_E_3651392,1,pstn,A19
LA_E_3651439,1,opus,A15
LA_E_3652019,0,alaw,bonafide
LA_E_3652272,1,opus,A18
LA_E_3652618,1,pstn,A10
LA_E_3653099,1,ulaw,A19
LA_E_3653504,1,pstn,A08
LA_E_3654157,1,gsm,A13
LA_E_3654303,1,g722,A09
LA_E_3654597,1,gsm,A08
LA_E_3655342,1,alaw,A09
LA_E_3655422,1,ulaw,A08
LA_E_3655772,0,ulaw,bonafide
LA_E_3655778,1,ulaw,A07
LA_E_3656487,0,opus,bonafide
LA_E_3656642,1,pstn,A16
LA_E_3657418,1,opus,A09
LA_E_3657465,0,gsm,bonafide
LA_E_3657555,1,none,A09
LA_E_3657856,1,pstn,A18
LA_E_3658705,1,none,A19
LA_E_3658845,1,g722,A16
LA_E_3658869,1,alaw,A07
LA_E_3659976,0,opus,bonafide
LA_E_3660372,1,g722,A12
LA_E_3660427,1,ulaw,A08
LA_E_3661046,1,gsm,A12
LA_E_3661414,1,alaw,A10
LA_E_3662134,1,g722,A18
LA_E_3662878,1,pstn,A17
LA_E_3662898,1,gsm,A09
LA_E_3663032,1,opus,A19
LA_E_3663036,1,gsm,A14
LA_E_3663359,0,gsm,bonafide
LA_E_3663511,1,alaw,A14
LA_E_3664452,1,opus,A14
LA_E_3664630,1,alaw,A16
LA_E_3665024,1,pstn,A12
LA_E_3665060,1,none,A12
LA_E_3665251,1,alaw,A18
LA_E_3665294,1,gsm,A15
LA_E_3665534,1,ulaw,A07
LA_E_3665868,1,gsm,A09
LA_E_3667533,1,opus,A15
LA_E_3668436,1,pstn,A11
LA_E_3669058,1,none,A15
LA_E_3669106,1,opus,A11
LA_E_3669381,1,g722,A08
LA_E_3669423,1,gsm,A19
LA_E_3669986,1,opus,A07
LA_E_3670234,1,g722,A19
LA_E_3670994,1,opus,A08
LA_E_3671648,1,opus,A16
LA_E_3672122,1,opus,A09
LA_E_3672198,1,ulaw,A07
LA_E_3672342,1,ulaw,A10
LA_E_3672442,1,alaw,A13
LA_E_3672715,1,gsm,A12
LA_E_3673054,1,alaw,A16
LA_E_3673139,1,pstn,A18
LA_E_3673160,1,opus,A07
LA_E_3673342,1,ulaw,A09
LA_E_3673838,1,alaw,A17
LA_E_3674535,1,opus,A18
LA_E_3674773,1,opus,A11
LA_E_3675792,1,gsm,A12
LA_E_3676078,1,none,A08
LA_E_3676608,1,gsm,A16
LA_E_3677047,1,none,A14
LA_E_3677437,1,ulaw,A16
LA_E_3677537,1,g722,A11
LA_E_3677578,1,none,A18
LA_E_3677738,1,gsm,A14
LA_E_3679106,0,gsm,bonafide
LA_E_3679144,1,none,A16
LA_E_3679310,1,g722,A15
LA_E_3679442,1,opus,A11
LA_E_3680823,0,gsm,bonafide
LA_E_3680832,1,alaw,A14
LA_E_3681131,1,ulaw,A07
LA_E_3681242,1,pstn,A16
LA_E_3681267,1,alaw,A11
LA_E_3681299,1,g722,A07
LA_E_3681617,1,ulaw,A16
LA_E_3681621,1,gsm,A07
LA_E_3681993,1,ulaw,A13
LA_E_3682130,0,ulaw,bonafide
LA_E_3682805,0,opus,bonafide
LA_E_3683595,1,ulaw,A10
LA_E_3683596,0,opus,bonafide
LA_E_3683791,1,opus,A14
LA_E_3684283,1,none,A18
LA_E_3685119,1,none,A18
LA_E_3685333,1,opus,A15
LA_E_3685837,1,alaw,A12
LA_E_3686063,1,g722,A18
LA_E_3686411,1,gsm,A19
LA_E_3687277,1,g722,A17
LA_E_3688108,1,g722,A08
LA_E_3688563,1,pstn,A17
LA_E_3689663,1,none,A18
LA_E_3690149,1,g722,A14
LA_E_3690392,1,opus,A12
LA_E_3690462,1,opus,A12
LA_E_3691582,0,ulaw,bonafide
LA_E_3691966,1,alaw,A18
LA_E_3692006,1,ulaw,A16
LA_E_3692604,0,none,bonafide
LA_E_3692708,1,gsm,A14
LA_E_3692963,1,ulaw,A16
LA_E_3693210,1,pstn,A09
LA_E_3694445,1,ulaw,A10
LA_E_3694860,1,g722,A14
LA_E_3694934,1,none,A09
LA_E_3695021,1,g722,A16
LA_E_3696258,1,opus,A14
LA_E_3696334,1,gsm,A17
LA_E_3696756,1,gsm,A11
LA_E_3696811,1,pstn,A11
LA_E_3697360,1,ulaw,A09
LA_E_3697956,1,ulaw,A12
LA_E_3698843,1,opus,A13
LA_E_3699487,1,pstn,A08
LA_E_3699712,1,alaw,A08
LA_E_3699970,1,gsm,A13
LA_E_3700775,1,gsm,A13
LA_E_3701212,1,gsm,A07
LA_E_3701315,1,none,A14
LA_E_3701647,1,gsm,A07
LA_E_3702112,1,ulaw,A19
LA_E_3702454,1,g722,A13
LA_E_3702934,1,pstn,A13
LA_E_3703454,1,alaw,A19
LA_E_3704430,1,pstn,A18
LA_E_3705294,1,pstn,A10
LA_E_3705795,1,ulaw,A19
LA_E_3705929,1,alaw,A09
LA_E_3706100,1,opus,A19
LA_E_3706725,0,pstn,bonafide
LA_E_3706767,1,none,A16
LA_E_3707033,1,ulaw,A15
LA_E_3708586,1,alaw,A16
LA_E_3708748,1,g722,A18
LA_E_3709101,1,pstn,A16
LA_E_3709280,1,pstn,A19
LA_E_3709580,1,g722,A15
LA_E_3709639,1,opus,A09
LA_E_3709844,1,ulaw,A09
LA_E_3710150,1,none,A09
LA_E_3710799,0,gsm,bonafide
LA_E_3711570,1,gsm,A08
LA_E_3711808,1,alaw,A13
LA_E_3711820,1,alaw,A17
LA_E_3712625,1,ulaw,A11
LA_E_3713430,0,ulaw,bonafide
LA_E_3713871,1,gsm,A15
LA_E_3714067,1,gsm,A17
LA_E_3714440,1,ulaw,A12
LA_E_3714765,1,none,A18
LA_E_3715028,1,alaw,A18
LA_E_3715168,0,ulaw,bonafide
LA_E_3715774,1,gsm,A09
LA_E_3716306,1,ulaw,A15
LA_E_3716344,1,opus,A16
LA_E_3716478,1,g722,A13
LA_E_3716639,1,ulaw,A15
LA_E_3716853,1,gsm,A10
LA_E_3716967,1,ulaw,A14
LA_E_3717311,1,opus,A18
LA_E_3717417,1,alaw,A15
LA_E_3717891,0,g722,bonafide
LA_E_3718208,1,opus,A17
LA_E_3718488,1,ulaw,A14
LA_E_3719132,1,gsm,A16
LA_E_3719460,1,gsm,A09
LA_E_3720014,1,none,A12
LA_E_3720480,1,opus,A19
LA_E_3720758,0,pstn,bonafide
LA_E_3720947,1,none,A13
LA_E_3721096,1,opus,A18
LA_E_3721144,1,ulaw,A10
LA_E_3721635,1,none,A09
LA_E_3722410,1,opus,A17
LA_E_3722846,1,gsm,A19
LA_E_3722869,1,none,A09
LA_E_3723010,1,ulaw,A07
LA_E_3723091,1,pstn,A12
LA_E_3723631,1,gsm,A08
LA_E_3723854,1,gsm,A12
LA_E_3724331,1,gsm,A15
LA_E_3724698,1,gsm,A18
LA_E_3725101,1,pstn,A19
LA_E_3725886,1,opus,A16
LA_E_3726533,1,opus,A15
LA_E_3726779,1,pstn,A13
LA_E_3726973,1,opus,A13
LA_E_3727085,1,gsm,A17
LA_E_3727239,1,alaw,A08
LA_E_3727248,1,none,A10
LA_E_3727403,1,gsm,A19
LA_E_3727882,1,gsm,A10
LA_E_3728632,1,alaw,A16
LA_E_3729064,1,g722,A11
LA_E_3729615,1,none,A08
LA_E_3729754,1,pstn,A17
LA_E_3730759,1,gsm,A09
LA_E_3731683,1,none,A17
LA_E_3731693,1,ulaw,A10
LA_E_3732200,1,ulaw,A17
LA_E_3733099,1,opus,A16
LA_E_3733291,1,opus,A14
LA_E_3733477,0,gsm,bonafide
LA_E_3733917,1,gsm,A15
LA_E_3734100,1,ulaw,A17
LA_E_3734168,1,none,A19
LA_E_3734348,1,pstn,A14
LA_E_3735183,1,opus,A10
LA_E_3735300,1,g722,A14
LA_E_3735741,1,opus,A18
LA_E_3735956,0,pstn,bonafide
LA_E_3736088,1,opus,A08
LA_E_3736196,1,gsm,A14
LA_E_3737206,1,opus,A18
LA_E_3737601,1,gsm,A18
LA_E_3738319,1,opus,A11
LA_E_3738851,1,alaw,A14
LA_E_3739487,1,g722,A18
LA_E_3739604,1,ulaw,A08
LA_E_3739625,1,ulaw,A13
LA_E_3740217,1,opus,A07
LA_E_3741061,1,g722,A17
LA_E_3741475,1,ulaw,A19
LA_E_3741534,1,g722,A08
LA_E_3741708,1,pstn,A12
LA_E_3742206,1,g722,A09
LA_E_3742346,0,pstn,bonafide
LA_E_3742554,1,none,A17
LA_E_3742617,0,gsm,bonafide
LA_E_3742622,1,gsm,A10
LA_E_3742744,1,g722,A11
LA_E_3742855,1,ulaw,A15
LA_E_3742987,1,g722,A15
LA_E_3743259,1,ulaw,A07
LA_E_3743376,1,ulaw,A07
LA_E_3744113,1,ulaw,A18
LA_E_3744339,0,none,bonafide
LA_E_3744890,1,gsm,A11
LA_E_3745011,1,pstn,A08
LA_E_3746255,1,none,A11
LA_E_3747571,1,pstn,A16
LA_E_3747597,1,pstn,A07
LA_E_3747638,1,none,A07
LA_E_3748300,1,ulaw,A19
LA_E_3748604,1,gsm,A13
LA_E_3748735,1,opus,A14
LA_E_3749834,1,alaw,A09
LA_E_3750213,1,none,A15
LA_E_3750302,0,alaw,bonafide
LA_E_3750311,1,ulaw,A16
LA_E_3750369,1,g722,A11
LA_E_3750983,0,gsm,bonafide
LA_E_3751489,1,opus,A08
LA_E_3752024,1,gsm,A13
LA_E_3752125,1,pstn,A09
LA_E_3752394,1,opus,A18
LA_E_3753136,1,ulaw,A13
LA_E_3754009,1,opus,A09
LA_E_3754393,1,alaw,A08
LA_E_3755363,1,g722,A14
LA_E_3755573,1,opus,A13
LA_E_3755709,1,gsm,A17
LA_E_3756083,0,gsm,bonafide
LA_E_3756220,1,ulaw,A15
LA_E_3756418,1,gsm,A12
LA_E_3756717,1,pstn,A15
LA_E_3756743,1,gsm,A07
LA_E_3757029,0,g722,bonafide
LA_E_3757166,0,alaw,bonafide
LA_E_3757332,1,none,A10
LA_E_3757366,1,opus,A13
LA_E_3758314,1,alaw,A07
LA_E_3758473,1,ulaw,A08
LA_E_3758509,1,gsm,A18
LA_E_3758626,1,gsm,A11
LA_E_3759026,1,gsm,A14
LA_E_3759214,0,g722,bonafide
LA_E_3759462,0,opus,bonafide
LA_E_3759786,1,none,A16
LA_E_3760224,1,pstn,A11
LA_E_3760399,1,ulaw,A12
LA_E_3760504,1,none,A14
LA_E_3762245,1,gsm,A11
LA_E_3762404,0,ulaw,bonafide
LA_E_3762974,0,gsm,bonafide
LA_E_3763253,1,gsm,A10
LA_E_3763412,1,gsm,A18
LA_E_3763908,1,opus,A12
LA_E_3764046,1,ulaw,A11
LA_E_3764254,1,gsm,A13
LA_E_3764402,1,ulaw,A11
LA_E_3765852,1,ulaw,A18
LA_E_3766336,1,ulaw,A09
LA_E_3766359,1,ulaw,A08
LA_E_3766459,1,ulaw,A10
LA_E_3767131,1,ulaw,A09
LA_E_3767317,1,g722,A10
LA_E_3767587,1,alaw,A10
LA_E_3768179,0,alaw,bonafide
LA_E_3768347,1,gsm,A17
LA_E_3768705,1,ulaw,A17
LA_E_3768812,1,alaw,A11
LA_E_3769170,1,none,A08
LA_E_3769956,1,g722,A12
LA_E_3770403,0,none,bonafide
LA_E_3770696,1,ulaw,A19
LA_E_3771614,0,gsm,bonafide
LA_E_3772674,1,opus,A19
LA_E_3773653,1,gsm,A15
LA_E_3774390,1,gsm,A14
LA_E_3774615,1,g722,A15
LA_E_3774724,1,alaw,A09
LA_E_3774742,1,gsm,A09
LA_E_3774875,1,opus,A12
LA_E_3774975,1,ulaw,A15
LA_E_3775457,1,g722,A11
LA_E_3775886,1,opus,A12
LA_E_3775952,1,alaw,A12
LA_E_3776815,0,gsm,bonafide
LA_E_3777192,1,opus,A16
LA_E_3777691,1,opus,A14
LA_E_3778788,1,opus,A16
LA_E_3778824,0,none,bonafide
LA_E_3778855,1,ulaw,A09
LA_E_3778962,1,g722,A11
LA_E_3779052,1,opus,A15
LA_E_3779385,1,g722,A17
LA_E_3779795,1,g722,A16
LA_E_3780597,1,gsm,A07
LA_E_3780831,1,gsm,A17
LA_E_3780972,1,gsm,A16
LA_E_3781181,1,alaw,A17
LA_E_3781486,0,g722,bonafide
LA_E_3782331,1,pstn,A16
LA_E_3782499,1,gsm,A18
LA_E_3783194,1,opus,A16
LA_E_3783877,1,gsm,A14
LA_E_3784512,1,opus,A10
LA_E_3784598,1,ulaw,A07
LA_E_3785265,1,opus,A10
LA_E_3785267,1,opus,A07
LA_E_3785333,1,pstn,A17
LA_E_3785421,1,none,A16
LA_E_3787926,1,opus,A10
LA_E_3788884,1,gsm,A09
LA_E_3789088,1,opus,A11
LA_E_3789176,1,gsm,A18
LA_E_3789511,1,opus,A10
LA_E_3789664,1,g722,A13
LA_E_3789772,0,gsm,bonafide
LA_E_3790494,1,ulaw,A14
LA_E_3790548,1,none,A18
LA_E_3790559,1,opus,A17
LA_E_3790741,1,alaw,A08
LA_E_3790820,0,none,bonafide
LA_E_3791626,1,ulaw,A13
LA_E_3791627,1,pstn,A07
LA_E_3791977,1,gsm,A08
LA_E_3792165,0,g722,bonafide
LA_E_3792187,1,pstn,A19
LA_E_3792851,1,ulaw,A15
LA_E_3794234,0,g722,bonafide
LA_E_3794360,1,opus,A18
LA_E_3794414,1,opus,A09
LA_E_3794966,0,none,bonafide
LA_E_3795347,1,ulaw,A18
LA_E_3795367,1,opus,A08
LA_E_3796355,1,gsm,A10
LA_E_3796719,1,opus,A08
LA_E_3797531,1,pstn,A09
LA_E_3798372,1,gsm,A10
LA_E_3799411,1,opus,A07
LA_E_3799473,1,pstn,A17
LA_E_3799872,1,none,A13
LA_E_3800640,0,pstn,bonafide
LA_E_3801530,1,opus,A14
LA_E_3801638,0,alaw,bonafide
LA_E_3801677,1,ulaw,A08
LA_E_3802107,0,ulaw,bonafide
LA_E_3802252,1,ulaw,A14
LA_E_3802455,1,opus,A16
LA_E_3803157,0,opus,bonafide
LA_E_3803914,1,opus,A10
LA_E_3804399,1,ulaw,A11
LA_E_3805069,1,none,A10
LA_E_3805461,1,none,A14
LA_E_3806193,0,pstn,bonafide
LA_E_3806451,0,opus,bonafide
LA_E_3806554,1,g722,A17
LA_E_3806749,1,ulaw,A14
LA_E_3807469,0,opus,bonafide
LA_E_3807703,1,gsm,A12
LA_E_3807709,1,alaw,A17
LA_E_3807907,1,pstn,A18
LA_E_3808324,1,g722,A14
LA_E_3808785,1,g722,A18
LA_E_3808890,1,opus,A19
LA_E_3809664,0,ulaw,bonafide
LA_E_3809698,0,ulaw,bonafide
LA_E_3810174,1,ulaw,A18
LA_E_3810302,1,opus,A15
LA_E_3811119,1,ulaw,A12
LA_E_3811204,1,gsm,A11
LA_E_3811929,0,gsm,bonafide
LA_E_3812263,0,ulaw,bonafide
LA_E_3812352,1,none,A12
LA_E_3812559,1,gsm,A09
LA_E_3812895,1,alaw,A07
LA_E_3813223,1,gsm,A19
LA_E_3813424,1,opus,A14
LA_E_3813721,1,opus,A12
LA_E_3814027,0,opus,bonafide
LA_E_3814511,1,alaw,A09
LA_E_3814814,1,gsm,A16
LA_E_3815264,1,pstn,A16
LA_E_3815608,1,ulaw,A12
LA_E_3815753,1,ulaw,A15
LA_E_3816666,1,g722,A10
LA_E_3817220,1,none,A10
LA_E_3817408,1,pstn,A11
LA_E_3817430,1,gsm,A07
LA_E_3817945,1,ulaw,A10
LA_E_3818168,1,opus,A17
LA_E_3819345,0,ulaw,bonafide
LA_E_3820650,1,ulaw,A11
LA_E_3820783,0,pstn,bonafide
LA_E_3821150,1,ulaw,A09
