arquivo,classe_binaria,codec,ataque
LA_E_1918523,1,opus,A09
LA_E_1918994,1,ulaw,A08
LA_E_1919006,1,none,A15
LA_E_1919092,1,none,A19
LA_E_1919119,1,g722,A09
LA_E_1919448,1,gsm,A08
LA_E_1919725,1,ulaw,A07
LA_E_1919781,1,opus,A15
LA_E_1920231,1,gsm,A16
LA_E_1920259,1,opus,A19
LA_E_1920428,0,ulaw,bonafide
LA_E_1920721,1,opus,A13
LA_E_1920995,1,ulaw,A08
LA_E_1921463,1,none,A10
LA_E_1921464,0,ulaw,bonafide
LA_E_1921619,1,opus,A15
LA_E_1922030,1,opus,A08
LA_E_1922503,0,none,bonafide
LA_E_1922742,1,g722,A10
LA_E_1923155,1,opus,A09
LA_E_1923238,1,g722,A17
LA_E_1923882,1,gsm,A18
LA_E_1925133,1,gsm,A09
LA_E_1925149,1,ulaw,A10
LA_E_1925580,1,gsm,A14
LA_E_1927310,1,none,A19
LA_E_1927348,1,g722,A19
LA_E_1927416,1,pstn,A18
LA_E_1927644,1,gsm,A11
LA_E_1927668,1,gsm,A18
LA_E_1927738,1,g722,A19
LA_E_1928037,1,none,A13
LA_E_1928534,1,opus,A19
LA_E_1928601,1,g722,A07
LA_E_1928639,1,gsm,A11
LA_E_1928675,1,gsm,A11
LA_E_1929000,1,g722,A15
LA_E_1930144,1,g722,A10
LA_E_1930482,1,g722,A16
LA_E_1930528,1,g722,A15
LA_E_1931109,1,pstn,A08
LA_E_1931613,1,none,A18
LA_E_1931719,1,pstn,A07
LA_E_1932091,1,opus,A14
LA_E_1932818,1,pstn,A10
LA_E_1933459,1,alaw,A15
LA_E_1933832,1,ulaw,A15
LA_E_1935024,1,ulaw,A07
LA_E_1935031,1,pstn,A07
LA_E_1935088,1,pstn,A10
LA_E_1935290,1,opus,A12
LA_E_1935376,1,ulaw,A10
LA_E_1935488,0,opus,bonafide
LA_E_1935561,0,pstn,bonafide
LA_E_1935811,1,pstn,A18
LA_E_1935957,1,ulaw,A15
LA_E_1936188,1,ulaw,A13
LA_E_1936218,1,alaw,A11
LA_E_1936241,1,ulaw,A11
LA_E_1936384,1,none,A09
LA_E_1936612,1,alaw,A08
LA_E_1936613,1,alaw,A08
LA_E_1936654,1,opus,A14
LA_E_1936757,1,ulaw,A14
LA_E_1937053,1,ulaw,A12
LA_E_1937163,1,opus,A12
LA_E_1937620,1,g722,A17
LA_E_1937930,1,none,A13
LA_E_1938117,1,opus,A11
LA_E_1938517,1,g722,A10
LA_E_1939133,1,ulaw,A12
LA_E_1939675,1,ulaw,A11
LA_E_1940395,1,pstn,A13
LA_E_1941417,1,alaw,A13
LA_E_1941475,1,pstn,A14
LA_E_1941564,1,ulaw,A07
LA_E_1941931,1,ulaw,A09
LA_E_1942256,1,ulaw,A12
LA_E_1942524,1,none,A13
LA_E_1943329,1,gsm,A16
LA_E_1943374,1,gsm,A17
LA_E_1943781,1,opus,A11
LA_E_1943803,1,alaw,A19
LA_E_1943878,0,opus,bonafide
LA_E_1944587,1,none,A11
LA_E_1945686,1,opus,A14
LA_E_1945889,1,opus,A14
LA_E_1945995,1,ulaw,A12
LA_E_1946210,1,gsm,A15
LA_E_1946456,1,pstn,A16
LA_E_1946701,1,alaw,A10
LA_E_1946735,1,opus,A19
LA_E_1946825,1,pstn,A15
LA_E_1947171,1,pstn,A13
LA_E_1947440,1,alaw,A12
LA_E_1948254,0,ulaw,bonafide
LA_E_1948266,1,pstn,A11
LA_E_1948280,0,g722,bonafide
LA_E_1948428,1,pstn,A16
LA_E_1949221,1,opus,A15
LA_E_1949252,1,g722,A16
LA_E_1949455,1,none,A16
LA_E_1949943,1,pstn,A16
LA_E_1949975,1,ulaw,A11
LA_E_1950584,1,opus,A12
LA_E_1950611,1,opus,A13
LA_E_1950660,1,none,A08
LA_E_1950796,1,opus,A09
LA_E_1951331,1,g722,A13
LA_E_1951439,1,gsm,A07
LA_E_1951622,1,g722,A07
LA_E_1952140,0,ulaw,bonafide
LA_E_1952531,0,gsm,bonafide
LA_E_1952550,1,ulaw,A17
LA_E_1952572,1,pstn,A11
LA_E_1952594,1,opus,A14
LA_E_1953049,1,g722,A14
LA_E_1953256,1,opus,A09
LA_E_1953445,1,pstn,A07
LA_E_1953472,1,ulaw,A13
LA_E_1954189,1,ulaw,A18
LA_E_1954436,0,gsm,bonafide
LA_E_1954602,1,none,A16
LA_E_1954835,1,ulaw,A08
LA_E_1954947,1,ulaw,A11
LA_E_1955710,1,pstn,A10
LA_E_1955887,0,alaw,bonafide
LA_E_1956119,1,ulaw,A15
LA_E_1956226,1,pstn,A14
LA_E_1956290,1,none,A19
LA_E_1956358,1,g722,A16
LA_E_1956373,1,alaw,A11
LA_E_1956715,1,alaw,A07
LA_E_1956773,1,gsm,A13
LA_E_1956878,1,ulaw,A15
LA_E_1957268,1,gsm,A13
LA_E_1959617,1,opus,A16
LA_E_1959658,0,opus,bonafide
LA_E_1960154,1,alaw,A10
LA_E_1960161,1,none,A12
LA_E_1960219,1,opus,A07
LA_E_1960373,1,opus,A11
LA_E_1961946,1,g722,A10
LA_E_1962013,1,gsm,A14
LA_E_1962165,1,none,A12
LA_E_1962200,1,alaw,A11
LA_E_1962670,1,none,A17
LA_E_1962913,1,g722,A09
LA_E_1963326,1,ulaw,A17
LA_E_1963442,1,opus,A12
LA_E_1963885,1,none,A15
LA_E_1964309,1,none,A08
LA_E_1964564,1,gsm,A16
LA_E_1964689,1,pstn,A18
LA_E_1964715,1,opus,A18
LA_E_1964837,1,pstn,A12
LA_E_1965014,1,none,A08
LA_E_1965078,1,alaw,A18
LA_E_1965609,1,alaw,A10
LA_E_1966560,0,opus,bonafide
LA_E_1967655,1,ulaw,A11
LA_E_1967695,1,g722,A19
LA_E_1968404,0,ulaw,bonafide
LA_E_1968439,1,ulaw,A11
LA_E_1968486,1,g722,A13
LA_E_1968604,1,g722,A13
LA_E_1968807,1,gsm,A17
LA_E_1969137,0,pstn,bonafide
LA_E_1970394,1,ulaw,A15
LA_E_1970520,1,opus,A10
LA_E_1970888,0,none,bonafide
LA_E_1970912,1,ulaw,A09
LA_E_1971361,1,opus,A17
LA_E_1971995,1,ulaw,A17
LA_E_1972018,1,gsm,A10
LA_E_1972803,1,pstn,A17
LA_E_1973265,1,gsm,A14
LA_E_1973508,1,ulaw,A17
LA_E_1973873,1,ulaw,A14
LA_E_1974426,0,gsm,bonafide
LA_E_1974556,1,pstn,A09
LA_E_1976053,1,alaw,A08
LA_E_1976092,0,pstn,bonafide
LA_E_1976777,0,ulaw,bonafide
LA_E_1977335,1,pstn,A11
LA_E_1977455,1,g722,A09
LA_E_1977599,1,ulaw,A17
LA_E_1978411,1,opus,A10
LA_E_1978967,1,alaw,A18
LA_E_1979358,1,opus,A10
LA_E_1979474,0,gsm,bonafide
LA_E_1980519,1,g722,A07
LA_E_1981229,0,pstn,bonafide
LA_E_1981630,1,ulaw,A08
LA_E_1981920,1,opus,A09
LA_E_1982215,1,gsm,A12
LA_E_1982758,1,pstn,A17
LA_E_1983138,1,g722,A18
LA_E_1983324,1,gsm,A08
LA_E_1983645,1,none,A10
LA_E_1984709,1,ulaw,A12
LA_E_1984832,1,g722,A15
LA_E_1985274,1,alaw,A19
LA_E_1985425,1,pstn,A15
LA_E_1986252,1,pstn,A13
LA_E_1986385,1,ulaw,A10
LA_E_1986817,1,g722,A09
LA_E_1987153,1,gsm,A08
LA_E_1987193,1,ulaw,A16
LA_E_1987270,1,ulaw,A11
LA_E_1988102,1,none,A10
LA_E_1988164,1,alaw,A13
LA_E_1988815,1,opus,A10
LA_E_1989025,1,g722,A08
LA_E_1989192,1,alaw,A13
LA_E_1989371,1,g722,A08
LA_E_1990013,1,ulaw,A16
LA_E_1992012,1,pstn,A16
LA_E_1992087,1,gsm,A19
LA_E_1992638,1,none,A16
LA_E_1992864,1,pstn,A10
LA_E_1993374,1,alaw,A14
LA_E_1993465,1,alaw,A09
LA_E_1993538,1,alaw,A07
LA_E_1994322,1,alaw,A14
LA_E_1994461,1,opus,A11
LA_E_1994783,1,none,A15
LA_E_1994975,1,g722,A18
LA_E_1995142,1,ulaw,A07
LA_E_1995611,1,ulaw,A14
LA_E_1995641,1,opus,A10
LA_E_1996349,1,alaw,A17
LA_E_1996719,1,gsm,A08
LA_E_1997111,1,pstn,A09
LA_E_1997283,1,none,A09
LA_E_1997639,1,alaw,A19
LA_E_1997925,1,none,A14
LA_E_1997972,1,alaw,A19
LA_E_1998099,1,none,A15
LA_E_1998450,1,ulaw,A19
LA_E_1998882,1,pstn,A09
LA_E_1999065,1,alaw,A17
LA_E_1999129,1,ulaw,A16
LA_E_1999738,0,g722,bonafide
LA_E_1999996,1,ulaw,A19
LA_E_2000465,0,opus,bonafide
LA_E_2000782,1,pstn,A19
LA_E_2001047,1,gsm,A16
LA_E_2001556,1,none,A13
LA_E_2001673,1,pstn,A16
LA_E_2003124,1,pstn,A15
LA_E_2003133,1,none,A14
LA_E_2003554,1,alaw,A11
LA_E_2004301,1,opus,A13
LA_E_2005274,1,opus,A15
LA_E_2005590,1,gsm,A19
LA_E_2005612,0,opus,bonafide
LA_E_2006386,1,ulaw,A16
LA_E_2006555,1,opus,A12
LA_E_2007004,1,ulaw,A18
LA_E_2007327,0,gsm,bonafide
LA_E_2007380,1,none,A09
LA_E_2007447,1,gsm,A14
LA_E_2007873,1,gsm,A15
LA_E_2008187,1,ulaw,A14
LA_E_2008381,1,ulaw,A19
LA_E_2009561,1,alaw,A09
LA_E_2009976,1,none,A09
LA_E_2010348,1,pstn,A08
LA_E_2010592,1,alaw,A11
LA_E_2010600,1,g722,A12
LA_E_2010620,1,pstn,A08
LA_E_2012133,1,none,A19
LA_E_2012947,1,ulaw,A16
LA_E_2012987,1,gsm,A19
LA_E_2013196,1,alaw,A15
LA_E_2013241,1,g722,A19
LA_E_2013666,1,ulaw,A19
LA_E_2013808,1,g722,A08
LA_E_2014498,1,gsm,A08
LA_E_2014836,1,pstn,A07
LA_E_2015257,1,gsm,A07
LA_E_2015374,1,gsm,A10
LA_E_2015707,1,none,A13
LA_E_2015839,1,g722,A12
LA_E_2016113,1,pstn,A19
LA_E_2016320,1,none,A10
LA_E_2016606,1,pstn,A15
LA_E_2016663,1,gsm,A13
LA_E_2016801,1,pstn,A17
LA_E_2017213,1,ulaw,A19
LA_E_2017218,1,none,A11
LA_E_2017477,1,opus,A16
LA_E_2017603,1,alaw,A07
LA_E_2018029,0,gsm,bonafide
LA_E_2018338,1,ulaw,A19
LA_E_2018417,1,g722,A10
LA_E_2018496,1,opus,A07
LA_E_2018713,1,g722,A15
LA_E_2018881,1,none,A08
LA_E_2019232,1,pstn,A10
LA_E_2019839,1,alaw,A12
LA_E_2020184,1,g722,A10
LA_E_2020483,1,alaw,A07
LA_E_2021006,0,pstn,bonafide
LA_E_2021421,1,ulaw,A16
LA_E_2021598,1,gsm,A19
LA_E_2022029,1,gsm,A09
LA_E_2022515,1,g722,A19
LA_E_2023049,1,gsm,A13
LA_E_2023273,1,g722,A15
LA_E_2023405,1,opus,A19
LA_E_2023721,1,gsm,A08
LA_E_2023777,1,gsm,A08
LA_E_2024314,1,none,A11
LA_E_2024663,1,g722,A07
LA_E_2024722,1,ulaw,A14
LA_E_2024876,1,ulaw,A09
LA_E_2025060,1,none,A07
LA_E_2025419,1,alaw,A12
LA_E_2027090,1,pstn,A08
LA_E_2028074,1,ulaw,A09
LA_E_2028174,1,ulaw,A09
LA_E_2028223,0,gsm,bonafide
LA_E_2028262,1,opus,A08
LA_E_2028609,1,pstn,A16
LA_E_2028648,1,none,A18
LA_E_2028825,1,opus,A11
LA_E_2028906,1,alaw,A15
LA_E_2029441,1,alaw,A08
LA_E_2030002,1,none,A16
LA_E_2030364,1,g722,A18
LA_E_2031813,1,none,A07
LA_E_2032261,0,alaw,bonafide
LA_E_2032410,1,none,A12
LA_E_2032724,1,opus,A18
LA_E_2033451,1,ulaw,A13
LA_E_2035070,1,g722,A14
LA_E_2035129,1,alaw,A17
LA_E_2035280,1,ulaw,A14
LA_E_2035290,1,pstn,A13
LA_E_2035498,1,alaw,A12
LA_E_2035791,1,gsm,A17
LA_E_2035986,1,g722,A19
LA_E_2036101,1,ulaw,A09
LA_E_2036675,1,opus,A09
LA_E_2036803,1,pstn,A16
LA_E_2037878,1,ulaw,A14
LA_E_2038526,1,alaw,A16
LA_E_2038565,1,alaw,A16
LA_E_2039486,1,g722,A12
LA_E_2040765,1,none,A19
LA_E_2041455,0,g722,bonafide
LA_E_2041738,0,ulaw,bonafide
LA_E_2042061,0,opus,bonafide
LA_E_2042244,1,ulaw,A15
LA_E_2042602,0,ulaw,bonafide
LA_E_2042700,1,pstn,A07
LA_E_2043292,1,none,A10
LA_E_2043491,1,g722,A07
LA_E_2043618,1,alaw,A08
LA_E_2044207,1,none,A16
LA_E_2044307,1,gsm,A18
LA_E_2044893,1,ulaw,A07
LA_E_2044996,1,g722,A11
LA_E_2045309,1,g722,A09
LA_E_2045488,1,ulaw,A14
LA_E_2045753,1,g722,A07
LA_E_2045762,1,pstn,A12
LA_E_2045882,1,none,A19
LA_E_2046177,1,g722,A09
LA_E_2046809,1,none,A17
LA_E_2046840,0,g722,bonafide
LA_E_2047169,1,pstn,A14
LA_E_2047266,1,none,A16
LA_E_2047595,1,pstn,A11
LA_E_2047992,1,gsm,A11
LA_E_2048838,1,g722,A13
LA_E_2048954,1,ulaw,A11
LA_E_2048990,0,ulaw,bonafide
LA_E_2049088,0,alaw,bonafide
LA_E_2049353,1,none,A08
LA_E_2049951,1,alaw,A14
LA_E_2050526,1,none,A18
LA_E_2050781,1,pstn,A13
LA_E_2051569,1,gsm,A11
LA_E_2051597,1,pstn,A10
LA_E_2052199,1,opus,A17
LA_E_2052300,1,pstn,A14
LA_E_2052360,1,g722,A17
LA_E_2053477,1,g722,A16
LA_E_2054522,1,g722,A14
LA_E_2054772,1,pstn,A13
LA_E_2054784,1,g722,A17
LA_E_2054880,1,gsm,A18
LA_E_2055314,1,ulaw,A09
LA_E_2055613,1,opus,A13
LA_E_2055717,1,pstn,A12
LA_E_2056550,1,g722,A14
LA_E_2057857,1,g722,A15
LA_E_2057983,0,none,bonafide
LA_E_2058315,1,pstn,A11
LA_E_2058366,1,pstn,A11
LA_E_2058518,1,gsm,A15
LA_E_2058931,1,alaw,A13
LA_E_2058962,0,pstn,bonafide
LA_E_2059002,1,pstn,A12
LA_E_2059083,1,alaw,A08
LA_E_2059221,1,pstn,A07
LA_E_2059859,1,pstn,A08
LA_E_2059869,1,ulaw,A10
LA_E_2060398,1,alaw,A10
LA_E_2063494,1,g722,A08
LA_E_2063887,1,pstn,A18
LA_E_2064107,1,alaw,A10
LA_E_2064232,1,pstn,A17
LA_E_2064340,0,gsm,bonafide
LA_E_2064664,1,g722,A13
LA_E_2064873,1,ulaw,A14
LA_E_2065678,1,none,A18
LA_E_2065692,1,opus,A13
LA_E_2065780,1,ulaw,A12
LA_E_2067037,1,g722,A12
LA_E_2067794,1,opus,A17
LA_E_2068005,1,ulaw,A08
LA_E_2068010,1,g722,A08
LA_E_2068307,1,opus,A15
LA_E_2068862,1,gsm,A12
LA_E_2068926,1,gsm,A10
LA_E_2068947,1,gsm,A16
LA_E_2069004,1,pstn,A19
LA_E_2069038,1,g722,A08
LA_E_2069068,1,none,A11
LA_E_2069962,1,g722,A10
LA_E_2070566,1,opus,A13
LA_E_2071197,1,opus,A17
LA_E_2072504,1,gsm,A10
LA_E_2072644,1,gsm,A10
LA_E_2072726,1,pstn,A18
LA_E_2073258,1,opus,A17
LA_E_2073329,1,g722,A16
LA_E_2073376,1,opus,A12
LA_E_2073975,0,g722,bonafide
LA_E_2074076,1,ulaw,A09
LA_E_2074314,1,gsm,A10
LA_E_2076881,1,g722,A12
LA_E_2076891,1,opus,A10
LA_E_2077047,1,opus,A13
LA_E_2077083,1,opus,A13
LA_E_2077654,1,g722,A12
LA_E_2077701,1,g722,A11
LA_E_2078594,1,pstn,A17
LA_E_2079106,1,opus,A13
LA_E_2079441,1,ulaw,A11
LA_E_2079485,1,alaw,A13
LA_E_2079722,1,opus,A18
LA_E_2080489,1,none,A10
LA_E_2080807,1,alaw,A19
LA_E_2082558,0,opus,bonafide
LA_E_2082741,1,ulaw,A17
LA_E_2082940,1,alaw,A17
LA_E_2083184,1,none,A09
LA_E_2083679,1,opus,A18
LA_E_2083839,0,gsm,bonafide
LA_E_2084222,1,g722,A19
LA_E_2084684,1,ulaw,A17
LA_E_2084688,1,gsm,A10
LA_E_2084920,1,opus,A17
LA_E_2085015,1,opus,A10
LA_E_2085657,1,pstn,A09
LA_E_2085887,1,ulaw,A18
LA_E_2086308,1,opus,A11
LA_E_2086392,1,none,A11
LA_E_2086440,1,gsm,A15
LA_E_2087114,0,opus,bonafide
LA_E_2087353,1,none,A09
LA_E_2087951,0,g722,bonafide
LA_E_2088202,1,g722,A19
LA_E_2088402,1,none,A10
LA_E_2088493,1,opus,A19
LA_E_2088505,1,pstn,A10
LA_E_2089757,1,none,A19
LA_E_2090228,1,pstn,A17
LA_E_2090910,1,gsm,A13
LA_E_2091836,0,opus,bonafide
LA_E_2092715,0,alaw,bonafide
LA_E_2094127,1,none,A19
LA_E_2094411,1,opus,A18
LA_E_2095211,1,alaw,A19
LA_E_2095214,1,ulaw,A18
LA_E_2095632,0,ulaw,bonafide
LA_E_2095952,0,gsm,bonafide
LA_E_2095988,1,gsm,A15
LA_E_2096021,1,opus,A08
LA_E_2096052,1,alaw,A18
LA_E_2096273,1,alaw,A16
LA_E_2096656,1,pstn,A16
LA_E_2097568,1,ulaw,A13
LA_E_2098342,1,ulaw,A18
LA_E_2098750,1,opus,A14
LA_E_2098955,1,none,A18
LA_E_2099413,1,g722,A07
LA_E_2099952,1,none,A12
LA_E_2100432,1,ulaw,A13
LA_E_2100741,1,gsm,A09
LA_E_2101111,0,opus,bonafide
LA_E_2101459,0,none,bonafide
LA_E_2101915,1,opus,A18
LA_E_2102009,1,alaw,A14
LA_E_2102073,0,pstn,bonafide
LA_E_2102238,1,g722,A18
LA_E_2103379,1,none,A15
LA_E_2103918,1,opus,A14
LA_E_2104004,1,pstn,A16
LA_E_2104059,1,gsm,A08
LA_E_2104313,1,gsm,A08
LA_E_2105315,1,g722,A15
LA_E_2105496,1,none,A11
LA_E_2105995,0,ulaw,bonafide
LA_E_2106526,0,none,bonafide
LA_E_2106868,1,gsm,A08
LA_E_2107613,1,opus,A18
LA_E_2108073,1,g722,A17
LA_E_2108291,1,ulaw,A13
LA_E_2108404,1,gsm,A13
LA_E_2108448,1,ulaw,A14
LA_E_2108579,1,none,A12
LA_E_2110074,1,pstn,A07
LA_E_2110138,1,pstn,A10
LA_E_2110218,1,none,A11
LA_E_2110559,1,g722,A18
LA_E_2110680,1,opus,A18
LA_E_2111289,1,pstn,A13
LA_E_2111530,1,gsm,A15
LA_E_2112795,0,ulaw,bonafide
LA_E_2112887,1,pstn,A07
LA_E_2113106,1,none,A17
LA_E_2113413,0,g722,bonafide
LA_E_2113502,1,pstn,A15
LA_E_2113827,1,pstn,A18
LA_E_2114040,1,g722,A18
LA_E_2114142,0,ulaw,bonafide
LA_E_2114340,1,none,A12
LA_E_2116660,1,gsm,A15
LA_E_2116828,1,ulaw,A10
LA_E_2117035,1,alaw,A17
LA_E_2118344,1,gsm,A13
LA_E_2118433,1,none,A18
LA_E_2118670,1,alaw,A17
LA_E_2118986,1,ulaw,A13
LA_E_2119016,1,ulaw,A12
LA_E_2119342,1,opus,A12
LA_E_2119805,1,alaw,A18
LA_E_2120067,0,opus,bonafide
LA_E_2120080,1,g722,A16
LA_E_2120970,1,opus,A15
LA_E_2121679,1,gsm,A18
LA_E_2122142,1,opus,A15
LA_E_2122198,0,g722,bonafide
LA_E_2122473,1,g722,A15
LA_E_2123335,1,opus,A07
LA_E_2123890,1,ulaw,A13
LA_E_2123968,1,gsm,A15
LA_E_2124006,1,alaw,A14
LA_E_2124014,1,ulaw,A15
LA_E_2124368,1,ulaw,A18
LA_E_2125008,1,opus,A16
LA_E_2125251,1,ulaw,A07
LA_E_2125438,1,pstn,A09
LA_E_2125952,1,pstn,A13
LA_E_2127073,1,opus,A15
LA_E_2127411,1,opus,A08
LA_E_2128027,1,alaw,A09
LA_E_2129214,1,ulaw,A18
LA_E_2129265,1,ulaw,A07
LA_E_2129385,1,gsm,A14
LA_E_2129838,0,gsm,bonafide
LA_E_2131327,1,ulaw,A13
LA_E_2131350,1,ulaw,A07
LA_E_2132209,1,pstn,A15
LA_E_2132500,1,pstn,A08
LA_E_2132753,1,ulaw,A18
LA_E_2133025,1,pstn,A08
LA_E_2133069,1,opus,A09
LA_E_2133102,1,gsm,A18
LA_E_2134106,1,none,A15
LA_E_2134211,1,opus,A16
LA_E_2134377,0,none,bonafide
LA_E_2134452,1,g722,A10
LA_E_2134517,1,ulaw,A07
LA_E_2134961,1,gsm,A14
LA_E_2135064,1,alaw,A14
LA_E_2135419,1,opus,A15
LA_E_2135502,1,ulaw,A07
LA_E_2136192,1,alaw,A09
LA_E_2136244,0,opus,bonafide
LA_E_2136474,0,alaw,bonafide
LA_E_2137209,1,gsm,A16
LA_E_2137269,1,pstn,A12
LA_E_2137321,1,g722,A07
LA_E_2138279,1,opus,A07
LA_E_2138288,0,pstn,bonafide
LA_E_2139905,1,alaw,A12
LA_E_2139908,1,ulaw,A16
LA_E_2140003,1,g722,A17
LA_E_2140270,1,ulaw,A07
LA_E_2140577,1,pstn,A11
LA_E_2140623,1,opus,A07
LA_E_2140936,0,ulaw,bonafide
LA_E_2140946,1,opus,A14
LA_E_2141315,1,alaw,A11
LA_E_2141921,1,opus,A16
LA_E_2142825,1,opus,A15
LA_E_2142934,1,pstn,A12
LA_E_2143512,1,opus,A08
LA_E_2143517,1,ulaw,A11
LA_E_2143963,0,pstn,bonafide
LA_E_2144988,1,g722,A17
LA_E_2145235,1,pstn,A14
LA_E_2145247,1,opus,A16
LA_E_2145306,1,opus,A08
LA_E_2145327,1,pstn,A11
LA_E_2145416,1,opus,A11
LA_E_2145694,1,alaw,A08
LA_E_2145918,1,opus,A08
LA_E_2146080,1,pstn,A19
LA_E_2146622,1,g722,A10
LA_E_2148132,1,g722,A09
LA_E_2148449,1,none,A18
LA_E_2148585,1,gsm,A07
LA_E_2148779,1,g722,A17
LA_E_2148908,1,pstn,A14
LA_E_2149472,1,none,A16
LA_E_2149726,1,gsm,A12
LA_E_2149975,1,alaw,A09
LA_E_2150379,1,opus,A16
LA_E_2150646,1,opus,A11
LA_E_2150996,1,pstn,A16
LA_E_2151111,1,opus,A07
LA_E_2151215,1,gsm,A19
LA_E_2151237,1,opus,A08
LA_E_2151339,1,opus,A11
LA_E_2151439,1,opus,A16
LA_E_2152515,1,alaw,A11
LA_E_2152861,1,pstn,A19
LA_E_2153280,1,ulaw,A11
LA_E_2153775,1,gsm,A14
LA_E_2154214,1,opus,A15
LA_E_2154447,1,alaw,A12
LA_E_2155111,1,ulaw,A16
LA_E_2155282,0,gsm,bonafide
LA_E_2155613,1,gsm,A12
LA_E_2156160,1,ulaw,A08
LA_E_2156328,1,gsm,A07
LA_E_2156441,1,g722,A14
LA_E_2156639,1,gsm,A12
LA_E_2157283,1,gsm,A12
LA_E_2157698,1,alaw,A07
LA_E_2157906,1,gsm,A14
LA_E_2158430,0,alaw,bonafide
LA_E_2158704,1,alaw,A17
LA_E_2159392,1,pstn,A14
LA_E_2159485,1,ulaw,A11
LA_E_2159806,1,ulaw,A19
LA_E_2159824,1,ulaw,A11
LA_E_2159839,1,gsm,A16
LA_E_2160130,1,g722,A09
LA_E_2160278,1,gsm,A16
LA_E_2161459,1,ulaw,A09
LA_E_2161808,1,ulaw,A08
LA_E_2162151,1,ulaw,A08
LA_E_2162632,1,ulaw,A17
LA_E_2162658,1,alaw,A16
LA_E_2162905,1,gsm,A16
LA_E_2163285,1,gsm,A13
LA_E_2165243,1,gsm,A11
LA_E_2165633,1,g722,A08
LA_E_2166011,0,pstn,bonafide
LA_E_2166118,1,gsm,A14
LA_E_2166289,1,gsm,A17
LA_E_2166357,1,opus,A11
LA_E_2166393,1,gsm,A12
LA_E_2166460,1,gsm,A07
LA_E_2166981,1,ulaw,A14
LA_E_2167172,0,g722,bonafide
LA_E_2167177,1,none,A11
LA_E_2167260,1,none,A14
LA_E_2167433,0,opus,bonafide
LA_E_2167460,1,none,A07
LA_E_2167677,1,none,A16
LA_E_2167692,1,ulaw,A09
LA_E_2168116,1,gsm,A18
LA_E_2168212,1,pstn,A17
LA_E_2168266,1,gsm,A12
LA_E_2168734,1,pstn,A08
LA_E_2168822,1,none,A10
LA_E_2169168,1,gsm,A07
LA_E_2169440,1,gsm,A08
LA_E_2170397,1,opus,A14
LA_E_2170477,1,ulaw,A12
LA_E_2170506,1,alaw,A15
LA_E_2171057,1,g722,A14
LA_E_2171884,1,alaw,A17
LA_E_2171901,1,alaw,A15
LA_E_2172363,0,alaw,bonafide
LA_E_2172406,1,gsm,A16
LA_E_2172903,0,alaw,bonafide
LA_E_2172967,1,opus,A11
LA_E_2173120,1,gsm,A19
LA_E_2173165,1,g722,A09
LA_E_2173803,1,ulaw,A16
LA_E_2173939,1,opus,A07
LA_E_2174448,1,opus,A10
LA_E_2174599,0,opus,bonafide
LA_E_2174995,0,g722,bonafide
LA_E_2175094,1,alaw,A07
LA_E_2175929,1,pstn,A18
LA_E_2175930,1,gsm,A07
LA_E_2176168,1,g722,A16
LA_E_2176225,1,gsm,A09
LA_E_2176598,1,ulaw,A11
LA_E_2176740,1,none,A07
LA_E_2177813,1,gsm,A14
LA_E_2178368,1,none,A10
LA_E_2178394,1,opus,A09
LA_E_2179511,0,gsm,bonafide
LA_E_2180435,1,ulaw,A08
LA_E_2180713,1,gsm,A18
LA_E_2181093,1,gsm,A07
LA_E_2182282,1,ulaw,A15
LA_E_2182549,1,ulaw,A19
LA_E_2182663,1,ulaw,A15
LA_E_2183197,1,pstn,A18
LA_E_2183269,1,alaw,A09
LA_E_2183336,1,opus,A10
LA_E_2184188,1,alaw,A11
LA_E_2184263,1,alaw,A16
LA_E_2184515,1,opus,A09
LA_E_2184614,0,gsm,bonafide
LA_E_2185158,1,ulaw,A12
LA_E_2185609,1,none,A11
LA_E_2186214,1,g722,A16
LA_E_2186258,1,alaw,A16
LA_E_2187174,1,none,A12
LA_E_2187201,0,ulaw,bonafide
LA_E_2187230,1,ulaw,A17
LA_E_2187642,1,alaw,A08
LA_E_2187770,1,pstn,A17
LA_E_2187809,1,ulaw,A08
LA_E_2187868,1,g722,A17
LA_E_2188082,0,ulaw,bonafide
LA_E_2188372,1,ulaw,A12
LA_E_2188418,1,g722,A08
LA_E_2188423,1,ulaw,A12
LA_E_2189182,1,opus,A19
LA_E_2190289,1,gsm,A14
LA_E_2190692,0,alaw,bonafide
LA_E_2191054,1,ulaw,A15
LA_E_2191288,1,none,A12
LA_E_2191457,1,pstn,A14
LA_E_2191740,1,none,A13
LA_E_2191982,1,gsm,A09
LA_E_2192067,1,none,A13
LA_E_2192086,1,opus,A19
LA_E_2192750,1,opus,A13
LA_E_2192979,0,pstn,bonafide
LA_E_2193128,1,ulaw,A10
LA_E_2193965,1,ulaw,A15
LA_E_2194516,1,none,A14
LA_E_2195313,1,alaw,A14
LA_E_2196673,1,gsm,A14
LA_E_2196793,1,none,A14
LA_E_2196833,1,opus,A18
LA_E_2196918,0,none,bonafide
LA_E_2197034,1,opus,A13
LA_E_2197525,0,g722,bonafide
LA_E_2197803,0,opus,bonafide
LA_E_2198260,1,ulaw,A15
LA_E_2198339,1,ulaw,A12
LA_E_2198702,1,pstn,A08
LA_E_2198894,1,alaw,A10
LA_E_2199107,1,pstn,A16
