arquivo,particao_interna
LA_E_2871388,treino_interno
LA_E_2871834,treino_interno
LA_E_2871877,treino_interno
LA_E_2872079,treino_interno
LA_E_2872444,treino_interno
LA_E_2872693,treino_interno
LA_E_2873466,treino_interno
LA_E_2874303,treino_interno
LA_E_2874638,treino_interno
LA_E_2874806,treino_interno
LA_E_2875697,treino_interno
LA_E_2875890,treino_interno
LA_E_2876315,treino_interno
LA_E_2876734,treino_interno
LA_E_2877050,treino_interno
LA_E_2877315,treino_interno
LA_E_2877677,treino_interno
LA_E_2877851,treino_interno
LA_E_2877928,treino_interno
LA_E_2878568,treino_interno
LA_E_2878582,treino_interno
LA_E_2878688,treino_interno
LA_E_2878729,treino_interno
LA_E_2879028,treino_interno
LA_E_2879356,treino_interno
LA_E_2879470,treino_interno
LA_E_2879572,treino_interno
LA_E_2879660,early_stopping
LA_E_2879890,treino_interno
LA_E_2880360,treino_interno
LA_E_2880508,treino_interno
LA_E_2880766,treino_interno
LA_E_2881624,treino_interno
LA_E_2882740,treino_interno
LA_E_2882752,treino_interno
LA_E_2883126,treino_interno
LA_E_2883180,treino_interno
LA_E_2883301,treino_interno
LA_E_2883746,treino_interno
LA_E_2883891,treino_interno
LA_E_2884046,early_stopping
LA_E_2884890,treino_interno
LA_E_2885401,treino_interno
LA_E_2885414,treino_interno
LA_E_2885628,treino_interno
LA_E_2885740,treino_interno
LA_E_2886154,treino_interno
LA_E_2886897,treino_interno
LA_E_2886928,treino_interno
LA_E_2887030,treino_interno
LA_E_2887348,treino_interno
LA_E_2887637,early_stopping
LA_E_2887750,treino_interno
LA_E_2887820,treino_interno
LA_E_2887921,treino_interno
LA_E_2888556,treino_interno
LA_E_2889002,treino_interno
LA_E_2889026,treino_interno
LA_E_2889048,treino_interno
LA_E_2890048,treino_interno
LA_E_2890263,treino_interno
LA_E_2890797,treino_interno
LA_E_2891035,treino_interno
LA_E_2891353,early_stopping
LA_E_2892155,treino_interno
LA_E_2893031,early_stopping
LA_E_2893076,treino_interno
LA_E_2893684,treino_interno
LA_E_2894012,treino_interno
LA_E_2894121,treino_interno
LA_E_2894125,treino_interno
LA_E_2895187,treino_interno
LA_E_2895246,treino_interno
LA_E_2895252,treino_interno
LA_E_2895344,treino_interno
LA_E_2895543,treino_interno
LA_E_2895563,treino_interno
LA_E_2895624,treino_interno
LA_E_2896300,treino_interno
LA_E_2896331,treino_interno
LA_E_2896537,treino_interno
LA_E_2896901,treino_interno
LA_E_2896973,treino_interno
LA_E_2897447,early_stopping
LA_E_2898348,treino_interno
LA_E_2898676,treino_interno
LA_E_2898705,treino_interno
LA_E_2898773,treino_interno
LA_E_2899027,treino_interno
LA_E_2899268,treino_interno
LA_E_2899638,treino_interno
LA_E_2899796,treino_interno
LA_E_2900057,treino_interno
LA_E_2900629,treino_interno
LA_E_2900973,treino_interno
LA_E_2901210,treino_interno
LA_E_2902149,treino_interno
LA_E_2902189,treino_interno
LA_E_2902270,treino_interno
LA_E_2902390,treino_interno
LA_E_2902409,treino_interno
LA_E_2902436,treino_interno
LA_E_2902458,treino_interno
LA_E_2902474,treino_interno
LA_E_2902630,treino_interno
LA_E_2902697,treino_interno
LA_E_2902953,treino_interno
LA_E_2903207,early_stopping
LA_E_2903434,treino_interno
LA_E_2903755,treino_interno
LA_E_2903805,treino_interno
LA_E_2903959,treino_interno
LA_E_2903960,early_stopping
LA_E_2903968,treino_interno
LA_E_2904062,treino_interno
LA_E_2904351,treino_interno
LA_E_2904523,treino_interno
LA_E_2904597,treino_interno
LA_E_2904912,treino_interno
LA_E_2905050,treino_interno
LA_E_2905381,treino_interno
LA_E_2905621,treino_interno
LA_E_2905683,treino_interno
LA_E_2906001,treino_interno
LA_E_2906600,treino_interno
LA_E_2906676,treino_interno
LA_E_2906690,treino_interno
LA_E_2906973,treino_interno
LA_E_2907741,treino_interno
LA_E_2908339,treino_interno
LA_E_2908692,early_stopping
LA_E_2908758,treino_interno
LA_E_2909453,treino_interno
LA_E_2909603,treino_interno
LA_E_2910352,treino_interno
LA_E_2910725,treino_interno
LA_E_2910770,treino_interno
LA_E_2911061,treino_interno
LA_E_2911152,treino_interno
LA_E_2911443,treino_interno
LA_E_2912049,treino_interno
LA_E_2912198,treino_interno
LA_E_2912530,treino_interno
LA_E_2913064,treino_interno
LA_E_2913343,treino_interno
LA_E_2913807,treino_interno
LA_E_2914354,treino_interno
LA_E_2915047,treino_interno
LA_E_2915104,treino_interno
LA_E_2915479,treino_interno
LA_E_2915522,treino_interno
LA_E_2915606,treino_interno
LA_E_2916219,treino_interno
LA_E_2916248,treino_interno
LA_E_2916598,treino_interno
LA_E_2916998,treino_interno
LA_E_2917284,treino_interno
LA_E_2917400,treino_interno
LA_E_2917559,treino_interno
LA_E_2917682,treino_interno
LA_E_2918546,treino_interno
LA_E_2918637,treino_interno
LA_E_2918951,treino_interno
LA_E_2919554,treino_interno
LA_E_2919980,treino_interno
LA_E_2920161,treino_interno
LA_E_2920435,treino_interno
LA_E_2920661,treino_interno
LA_E_2920771,treino_interno
LA_E_2920851,treino_interno
LA_E_2920901,treino_interno
LA_E_2920914,treino_interno
LA_E_2921108,treino_interno
LA_E_2921219,treino_interno
LA_E_2921390,treino_interno
LA_E_2921873,treino_interno
LA_E_2921900,treino_interno
LA_E_2922250,treino_interno
LA_E_2922704,treino_interno
LA_E_2922799,treino_interno
LA_E_2923048,treino_interno
LA_E_2923246,treino_interno
LA_E_2923291,treino_interno
LA_E_2923623,early_stopping
LA_E_2923901,treino_interno
LA_E_2924014,treino_interno
LA_E_2924048,treino_interno
LA_E_2924382,treino_interno
LA_E_2924589,treino_interno
LA_E_2924649,treino_interno
LA_E_2925423,treino_interno
LA_E_2925563,treino_interno
LA_E_2925740,treino_interno
LA_E_2925809,treino_interno
LA_E_2925823,treino_interno
LA_E_2926200,treino_interno
LA_E_2926637,treino_interno
LA_E_2926654,treino_interno
LA_E_2926681,treino_interno
LA_E_2926945,treino_interno
LA_E_2926982,treino_interno
LA_E_2926988,treino_interno
LA_E_2927627,treino_interno
LA_E_2927685,treino_interno
LA_E_2928296,treino_interno
LA_E_2928326,treino_interno
LA_E_2928729,treino_interno
LA_E_2929426,treino_interno
LA_E_2929902,treino_interno
LA_E_2930350,treino_interno
LA_E_2930539,treino_interno
LA_E_2930624,treino_interno
LA_E_2931264,treino_interno
LA_E_2931365,treino_interno
LA_E_2931600,treino_interno
LA_E_2931768,treino_interno
LA_E_2931798,treino_interno
LA_E_2931990,treino_interno
LA_E_2932040,treino_interno
LA_E_2932438,treino_interno
LA_E_2932483,treino_interno
LA_E_2932497,treino_interno
LA_E_2932919,treino_interno
LA_E_2933418,treino_interno
LA_E_2933519,treino_interno
LA_E_2933766,treino_interno
LA_E_2935203,treino_interno
LA_E_2935217,treino_interno
LA_E_2935569,treino_interno
LA_E_2935580,treino_interno
LA_E_2936009,treino_interno
LA_E_2936013,treino_interno
LA_E_2936382,treino_interno
LA_E_2936747,treino_interno
LA_E_2936804,treino_interno
LA_E_2936946,treino_interno
LA_E_2937220,early_stopping
LA_E_2937222,treino_interno
LA_E_2937381,treino_interno
LA_E_2937514,treino_interno
LA_E_2937699,treino_interno
LA_E_2937719,treino_interno
LA_E_2937759,treino_interno
LA_E_2938103,treino_interno
LA_E_2939151,early_stopping
LA_E_2939684,treino_interno
LA_E_2939724,treino_interno
LA_E_2940086,treino_interno
LA_E_2940213,treino_interno
LA_E_2940266,treino_interno
LA_E_2940408,treino_interno
LA_E_2940509,treino_interno
LA_E_2940520,treino_interno
LA_E_2940826,treino_interno
LA_E_2940940,treino_interno
LA_E_2941254,treino_interno
LA_E_2941492,treino_interno
LA_E_2941516,treino_interno
LA_E_2941626,treino_interno
LA_E_2941682,treino_interno
LA_E_2941758,treino_interno
LA_E_2941928,early_stopping
LA_E_2942154,treino_interno
LA_E_2943040,treino_interno
LA_E_2943339,treino_interno
LA_E_2943436,treino_interno
LA_E_2943448,treino_interno
LA_E_2943499,treino_interno
LA_E_2943506,treino_interno
LA_E_2943768,early_stopping
LA_E_2943855,treino_interno
LA_E_2943880,early_stopping
LA_E_2943919,treino_interno
LA_E_2943944,treino_interno
LA_E_2944197,treino_interno
LA_E_2944567,early_stopping
LA_E_2944858,treino_interno
LA_E_2944908,treino_interno
LA_E_2945737,treino_interno
LA_E_2946003,treino_interno
LA_E_2946326,treino_interno
LA_E_2947432,treino_interno
LA_E_2947812,treino_interno
LA_E_2948177,treino_interno
LA_E_2948890,treino_interno
LA_E_2949162,treino_interno
LA_E_2950123,treino_interno
LA_E_2950296,treino_interno
LA_E_2951433,treino_interno
LA_E_2951490,treino_interno
LA_E_2951586,treino_interno
LA_E_2951960,treino_interno
LA_E_2952131,treino_interno
LA_E_2952274,treino_interno
LA_E_2952978,treino_interno
LA_E_2953125,treino_interno
LA_E_2953300,treino_interno
LA_E_2953574,treino_interno
LA_E_2954248,treino_interno
LA_E_2954676,treino_interno
LA_E_2954823,treino_interno
LA_E_2957051,treino_interno
LA_E_2957406,treino_interno
LA_E_2957524,treino_interno
LA_E_2957572,early_stopping
LA_E_2957806,treino_interno
LA_E_2958196,early_stopping
LA_E_2958256,treino_interno
LA_E_2958556,treino_interno
LA_E_2959027,treino_interno
LA_E_2959309,treino_interno
LA_E_2959898,treino_interno
LA_E_2960398,early_stopping
LA_E_2960444,treino_interno
LA_E_2961070,treino_interno
LA_E_2961218,treino_interno
LA_E_2961237,treino_interno
LA_E_2961482,treino_interno
LA_E_2961900,treino_interno
LA_E_2961911,treino_interno
LA_E_2961927,treino_interno
LA_E_2962152,treino_interno
LA_E_2962412,treino_interno
LA_E_2962584,treino_interno
LA_E_2962672,treino_interno
LA_E_2963423,treino_interno
LA_E_2964029,treino_interno
LA_E_2964160,treino_interno
LA_E_2964171,treino_interno
LA_E_2964777,treino_interno
LA_E_2964813,treino_interno
LA_E_2964958,treino_interno
LA_E_2965069,treino_interno
LA_E_2965663,treino_interno
LA_E_2966197,treino_interno
LA_E_2966457,treino_interno
LA_E_2966639,treino_interno
LA_E_2967015,treino_interno
LA_E_2967224,treino_interno
LA_E_2967428,treino_interno
LA_E_2967448,treino_interno
LA_E_2967892,treino_interno
LA_E_2967967,treino_interno
LA_E_2968497,treino_interno
LA_E_2968610,treino_interno
LA_E_2968635,treino_interno
LA_E_2969350,treino_interno
LA_E_2969583,treino_interno
LA_E_2970081,treino_interno
LA_E_2970134,treino_interno
LA_E_2970200,treino_interno
LA_E_2970423,early_stopping
LA_E_2970814,treino_interno
LA_E_2971036,early_stopping
LA_E_2971372,treino_interno
LA_E_2971379,treino_interno
LA_E_2971495,treino_interno
LA_E_2971557,early_stopping
LA_E_2971909,treino_interno
LA_E_2972003,early_stopping
LA_E_2972700,treino_interno
LA_E_2972721,treino_interno
LA_E_2972803,treino_interno
LA_E_2973576,treino_interno
LA_E_2973595,treino_interno
LA_E_2973795,treino_interno
LA_E_2974104,treino_interno
LA_E_2974400,treino_interno
LA_E_2974712,treino_interno
LA_E_2974861,treino_interno
LA_E_2976167,treino_interno
LA_E_2976372,treino_interno
LA_E_2976414,treino_interno
LA_E_2976787,treino_interno
LA_E_2976853,treino_interno
LA_E_2976980,treino_interno
LA_E_2977303,treino_interno
LA_E_2978047,treino_interno
LA_E_2978125,treino_interno
LA_E_2978437,treino_interno
LA_E_2978925,treino_interno
LA_E_2978933,treino_interno
LA_E_2979384,treino_interno
LA_E_2979756,treino_interno
LA_E_2979852,treino_interno
LA_E_2980020,treino_interno
LA_E_2980072,treino_interno
LA_E_2980352,treino_interno
LA_E_2980525,early_stopping
LA_E_2981078,treino_interno
LA_E_2981340,treino_interno
LA_E_2981372,early_stopping
LA_E_2981579,treino_interno
LA_E_2981625,early_stopping
LA_E_2981820,treino_interno
LA_E_2982120,treino_interno
LA_E_2982153,treino_interno
LA_E_2982205,early_stopping
LA_E_2982265,treino_interno
LA_E_2982316,treino_interno
LA_E_2982476,treino_interno
LA_E_2982605,treino_interno
LA_E_2982862,treino_interno
LA_E_2982977,treino_interno
LA_E_2983047,treino_interno
LA_E_2983526,treino_interno
LA_E_2983748,treino_interno
LA_E_2984239,treino_interno
LA_E_2984307,treino_interno
LA_E_2985687,treino_interno
LA_E_2986469,treino_interno
LA_E_2986562,treino_interno
LA_E_2986596,treino_interno
LA_E_2986646,treino_interno
LA_E_2987729,treino_interno
LA_E_2988208,treino_interno
LA_E_2988651,treino_interno
LA_E_2988813,treino_interno
LA_E_2989001,treino_interno
LA_E_2989115,treino_interno
LA_E_2989485,treino_interno
LA_E_2989510,treino_interno
LA_E_2989654,treino_interno
LA_E_2989891,treino_interno
LA_E_2990092,treino_interno
LA_E_2990160,treino_interno
LA_E_2990315,treino_interno
LA_E_2991134,treino_interno
LA_E_2991485,treino_interno
LA_E_2991655,treino_interno
LA_E_2991719,treino_interno
LA_E_2992003,treino_interno
LA_E_2992014,treino_interno
LA_E_2992079,treino_interno
LA_E_2992247,early_stopping
LA_E_2992326,treino_interno
LA_E_2993025,treino_interno
LA_E_2993350,treino_interno
LA_E_2993526,treino_interno
LA_E_2993634,treino_interno
LA_E_2993673,treino_interno
LA_E_2993683,treino_interno
LA_E_2993859,early_stopping
LA_E_2993887,treino_interno
LA_E_2995226,treino_interno
LA_E_2995797,treino_interno
LA_E_2995839,treino_interno
LA_E_2995876,treino_interno
LA_E_2995986,treino_interno
LA_E_2996009,treino_interno
LA_E_2996192,treino_interno
LA_E_2996321,treino_interno
LA_E_2998012,treino_interno
LA_E_2998094,treino_interno
LA_E_2998413,treino_interno
LA_E_3000060,treino_interno
LA_E_3000175,treino_interno
LA_E_3000762,treino_interno
LA_E_3001097,treino_interno
LA_E_3001997,treino_interno
LA_E_3002110,treino_interno
LA_E_3002401,treino_interno
LA_E_3002532,treino_interno
LA_E_3002637,treino_interno
LA_E_3002888,treino_interno
LA_E_3002921,treino_interno
LA_E_3003288,treino_interno
LA_E_3003764,early_stopping
LA_E_3003885,treino_interno
LA_E_3004207,treino_interno
LA_E_3004309,treino_interno
LA_E_3005176,early_stopping
LA_E_3005216,treino_interno
LA_E_3005403,treino_interno
LA_E_3005498,treino_interno
LA_E_3005842,treino_interno
LA_E_3005936,treino_interno
LA_E_3006337,treino_interno
LA_E_3006450,treino_interno
LA_E_3006943,treino_interno
LA_E_3007121,treino_interno
LA_E_3007863,treino_interno
LA_E_3007903,treino_interno
LA_E_3007925,treino_interno
LA_E_3008425,treino_interno
LA_E_3008976,treino_interno
LA_E_3009062,treino_interno
LA_E_3009119,treino_interno
LA_E_3009301,treino_interno
LA_E_3009464,treino_interno
LA_E_3010482,treino_interno
LA_E_3010547,treino_interno
LA_E_3010773,treino_interno
LA_E_3010857,treino_interno
LA_E_3010863,treino_interno
LA_E_3010977,treino_interno
LA_E_3011384,treino_interno
LA_E_3011869,treino_interno
LA_E_3012787,treino_interno
LA_E_3012941,treino_interno
LA_E_3012999,treino_interno
LA_E_3013508,treino_interno
LA_E_3013755,treino_interno
LA_E_3014297,treino_interno
LA_E_3014785,treino_interno
LA_E_3014800,treino_interno
LA_E_3015061,treino_interno
LA_E_3015179,early_stopping
LA_E_3015275,treino_interno
LA_E_3015343,treino_interno
LA_E_3015647,treino_interno
LA_E_3015788,early_stopping
LA_E_3016290,treino_interno
LA_E_3016370,treino_interno
LA_E_3017164,treino_interno
LA_E_3017231,treino_interno
LA_E_3017425,treino_interno
LA_E_3017610,treino_interno
LA_E_3018179,treino_interno
LA_E_3018544,early_stopping
LA_E_3018627,treino_interno
LA_E_3018737,treino_interno
LA_E_3018977,treino_interno
LA_E_3018983,treino_interno
LA_E_3019384,treino_interno
LA_E_3019463,treino_interno
LA_E_3020353,treino_interno
LA_E_3020429,treino_interno
LA_E_3020470,treino_interno
LA_E_3020851,treino_interno
LA_E_3021419,treino_interno
LA_E_3021562,treino_interno
LA_E_3022095,treino_interno
LA_E_3022416,treino_interno
LA_E_3022540,treino_interno
LA_E_3022639,treino_interno
LA_E_3022865,treino_interno
LA_E_3023007,treino_interno
LA_E_3023167,treino_interno
LA_E_3023238,treino_interno
LA_E_3023476,treino_interno
LA_E_3023991,treino_interno
LA_E_3024592,treino_interno
LA_E_3024684,treino_interno
LA_E_3024773,treino_interno
LA_E_3025115,treino_interno
LA_E_3025244,early_stopping
LA_E_3025575,treino_interno
LA_E_3026289,treino_interno
LA_E_3027472,treino_interno
LA_E_3027976,treino_interno
LA_E_3028299,treino_interno
LA_E_3028457,treino_interno
LA_E_3028517,treino_interno
LA_E_3028707,treino_interno
LA_E_3029022,treino_interno
LA_E_3029504,treino_interno
LA_E_3029534,treino_interno
LA_E_3029578,treino_interno
LA_E_3029659,treino_interno
LA_E_3030387,treino_interno
LA_E_3030511,treino_interno
LA_E_3030655,treino_interno
LA_E_3030824,treino_interno
LA_E_3031027,treino_interno
LA_E_3031136,treino_interno
LA_E_3031207,treino_interno
LA_E_3031331,treino_interno
LA_E_3031741,treino_interno
LA_E_3031822,treino_interno
LA_E_3032385,treino_interno
LA_E_3032494,treino_interno
LA_E_3032877,treino_interno
LA_E_3032949,treino_interno
LA_E_3032961,early_stopping
LA_E_3032989,treino_interno
LA_E_3033403,treino_interno
LA_E_3033592,treino_interno
LA_E_3033842,early_stopping
LA_E_3034956,treino_interno
LA_E_3035544,treino_interno
LA_E_3035712,treino_interno
LA_E_3035889,treino_interno
LA_E_3036218,early_stopping
LA_E_3036987,treino_interno
LA_E_3037169,early_stopping
LA_E_3037199,treino_interno
LA_E_3037681,treino_interno
LA_E_3037738,treino_interno
LA_E_3038123,treino_interno
LA_E_3038202,treino_interno
LA_E_3038286,treino_interno
LA_E_3038365,treino_interno
LA_E_3038611,treino_interno
LA_E_3038937,treino_interno
LA_E_3040398,treino_interno
LA_E_3040540,treino_interno
LA_E_3040683,treino_interno
LA_E_3040754,treino_interno
LA_E_3041117,treino_interno
LA_E_3041218,treino_interno
LA_E_3041225,treino_interno
LA_E_3041567,treino_interno
LA_E_3041735,treino_interno
LA_E_3041916,treino_interno
LA_E_3042175,treino_interno
LA_E_3042543,treino_interno
LA_E_3042656,treino_interno
LA_E_3042683,treino_interno
LA_E_3042956,treino_interno
LA_E_3043347,treino_interno
LA_E_3043446,treino_interno
LA_E_3043465,treino_interno
LA_E_3044199,treino_interno
LA_E_3044752,treino_interno
LA_E_3045031,early_stopping
LA_E_3045975,treino_interno
LA_E_3046222,treino_interno
LA_E_3046238,treino_interno
LA_E_3046243,treino_interno
LA_E_3046309,treino_interno
LA_E_3046336,treino_interno
LA_E_3046456,treino_interno
LA_E_3047092,treino_interno
LA_E_3047138,treino_interno
LA_E_3047181,treino_interno
LA_E_3047629,treino_interno
LA_E_3047644,treino_interno
LA_E_3047689,treino_interno
LA_E_3047749,treino_interno
LA_E_3047896,treino_interno
LA_E_3048046,treino_interno
LA_E_3048220,treino_interno
LA_E_3048747,treino_interno
LA_E_3049222,treino_interno
LA_E_3049459,treino_interno
LA_E_3049497,treino_interno
LA_E_3049680,treino_interno
LA_E_3049972,treino_interno
LA_E_3050047,treino_interno
LA_E_3050122,treino_interno
LA_E_3050556,treino_interno
LA_E_3050685,treino_interno
LA_E_3050724,treino_interno
LA_E_3050775,treino_interno
LA_E_3051110,treino_interno
LA_E_3051515,treino_interno
LA_E_3051821,treino_interno
LA_E_3051836,early_stopping
LA_E_3052579,treino_interno
LA_E_3052673,treino_interno
LA_E_3053614,treino_interno
LA_E_3054123,treino_interno
LA_E_3054184,treino_interno
LA_E_3054433,treino_interno
LA_E_3054552,treino_interno
LA_E_3054592,treino_interno
LA_E_3055291,treino_interno
LA_E_3055433,treino_interno
LA_E_3055551,treino_interno
LA_E_3056679,treino_interno
LA_E_3057030,treino_interno
LA_E_3057455,treino_interno
LA_E_3057497,treino_interno
LA_E_3057857,treino_interno
LA_E_3058193,treino_interno
LA_E_3058233,treino_interno
LA_E_3058285,treino_interno
LA_E_3058333,treino_interno
LA_E_3058973,treino_interno
LA_E_3059263,treino_interno
LA_E_3059394,treino_interno
LA_E_3059630,treino_interno
LA_E_3060342,treino_interno
LA_E_3060479,treino_interno
LA_E_3061813,treino_interno
LA_E_3062028,treino_interno
LA_E_3062408,treino_interno
LA_E_3062454,treino_interno
LA_E_3062615,treino_interno
LA_E_3063051,treino_interno
LA_E_3063351,treino_interno
LA_E_3063715,treino_interno
LA_E_3063750,treino_interno
LA_E_3063828,treino_interno
LA_E_3064550,treino_interno
LA_E_3064684,early_stopping
LA_E_3064734,treino_interno
LA_E_3064914,treino_interno
LA_E_3065350,treino_interno
LA_E_3065775,treino_interno
LA_E_3066167,treino_interno
LA_E_3066464,treino_interno
LA_E_3066504,treino_interno
LA_E_3066571,treino_interno
LA_E_3066582,treino_interno
LA_E_3066914,treino_interno
LA_E_3067315,early_stopping
LA_E_3067556,treino_interno
LA_E_3067625,treino_interno
LA_E_3067628,treino_interno
LA_E_3067646,treino_interno
LA_E_3068739,treino_interno
LA_E_3068809,treino_interno
LA_E_3068814,treino_interno
LA_E_3068840,treino_interno
LA_E_3069345,treino_interno
LA_E_3069410,treino_interno
LA_E_3069622,treino_interno
LA_E_3069712,treino_interno
LA_E_3069907,treino_interno
LA_E_3069980,treino_interno
LA_E_3070259,treino_interno
LA_E_3070438,treino_interno
LA_E_3070641,treino_interno
LA_E_3070798,treino_interno
LA_E_3071824,treino_interno
LA_E_3071973,treino_interno
LA_E_3072527,treino_interno
LA_E_3072788,treino_interno
LA_E_3072864,treino_interno
LA_E_3073024,treino_interno
LA_E_3073348,treino_interno
LA_E_3074355,treino_interno
LA_E_3075514,treino_interno
LA_E_3075535,treino_interno
LA_E_3075777,treino_interno
LA_E_3075854,treino_interno
LA_E_3076393,treino_interno
LA_E_3076706,treino_interno
LA_E_3076735,treino_interno
LA_E_3077117,treino_interno
LA_E_3077174,treino_interno
LA_E_3077553,treino_interno
LA_E_3077664,early_stopping
LA_E_3077704,treino_interno
LA_E_3077765,treino_interno
LA_E_3077781,treino_interno
LA_E_3078614,treino_interno
LA_E_3079357,treino_interno
LA_E_3079362,treino_interno
LA_E_3080235,early_stopping
LA_E_3080254,treino_interno
LA_E_3080430,treino_interno
LA_E_3080461,treino_interno
LA_E_3080653,treino_interno
LA_E_3081035,treino_interno
LA_E_3081437,treino_interno
LA_E_3081501,treino_interno
LA_E_3082025,treino_interno
LA_E_3082359,treino_interno
LA_E_3083112,treino_interno
LA_E_3083285,treino_interno
LA_E_3083390,treino_interno
LA_E_3083669,treino_interno
LA_E_3083872,treino_interno
LA_E_3083909,treino_interno
LA_E_3084488,treino_interno
LA_E_3084500,treino_interno
LA_E_3084781,treino_interno
LA_E_3084898,early_stopping
LA_E_3085249,treino_interno
LA_E_3085412,treino_interno
LA_E_3085465,treino_interno
LA_E_3085477,treino_interno
LA_E_3085725,treino_interno
LA_E_3085858,treino_interno
LA_E_3085914,treino_interno
LA_E_3086538,treino_interno
LA_E_3086539,treino_interno
LA_E_3086747,treino_interno
LA_E_3086780,treino_interno
LA_E_3087041,early_stopping
LA_E_3087153,treino_interno
LA_E_3087627,treino_interno
LA_E_3087630,treino_interno
LA_E_3088051,treino_interno
LA_E_3088333,treino_interno
LA_E_3088388,treino_interno
LA_E_3088547,treino_interno
LA_E_3088568,treino_interno
LA_E_3089383,treino_interno
LA_E_3090404,treino_interno
LA_E_3090479,treino_interno
LA_E_3090706,treino_interno
LA_E_3090798,treino_interno
LA_E_3090870,early_stopping
LA_E_3090876,treino_interno
LA_E_3091350,treino_interno
LA_E_3091494,treino_interno
LA_E_3091527,treino_interno
LA_E_3092107,treino_interno
LA_E_3092249,treino_interno
LA_E_3092308,treino_interno
LA_E_3092349,early_stopping
LA_E_3092500,treino_interno
LA_E_3092522,treino_interno
LA_E_3093558,treino_interno
LA_E_3093705,treino_interno
LA_E_3093834,treino_interno
LA_E_3093850,early_stopping
LA_E_3093967,treino_interno
LA_E_3094169,early_stopping
LA_E_3094215,treino_interno
LA_E_3094812,treino_interno
LA_E_3094821,treino_interno
LA_E_3095091,treino_interno
LA_E_3095148,treino_interno
LA_E_3095950,treino_interno
LA_E_3096252,treino_interno
LA_E_3096341,treino_interno
LA_E_3096669,treino_interno
LA_E_3096806,treino_interno
LA_E_3097800,treino_interno
LA_E_3097835,treino_interno
LA_E_3098811,treino_interno
LA_E_3098885,treino_interno
LA_E_3098996,treino_interno
LA_E_3099146,treino_interno
LA_E_3099477,treino_interno
LA_E_3099619,early_stopping
LA_E_3099928,treino_interno
LA_E_3100492,treino_interno
LA_E_3100548,treino_interno
LA_E_3100664,treino_interno
LA_E_3101170,treino_interno
LA_E_3101222,treino_interno
LA_E_3101445,treino_interno
LA_E_3101452,treino_interno
LA_E_3101635,treino_interno
LA_E_3101872,treino_interno
LA_E_3101903,treino_interno
LA_E_3102004,treino_interno
LA_E_3102115,treino_interno
LA_E_3102116,treino_interno
LA_E_3102420,early_stopping
LA_E_3102696,treino_interno
LA_E_3103598,treino_interno
LA_E_3104228,treino_interno
LA_E_3104329,treino_interno
LA_E_3104385,treino_interno
LA_E_3105354,treino_interno
LA_E_3105694,treino_interno
LA_E_3105750,treino_interno
LA_E_3105959,treino_interno
LA_E_3106946,treino_interno
LA_E_3107044,treino_interno
LA_E_3107499,early_stopping
LA_E_3107514,early_stopping
LA_E_3107653,treino_interno
LA_E_3107845,treino_interno
LA_E_3107847,treino_interno
LA_E_3108244,early_stopping
LA_E_3108477,early_stopping
LA_E_3108876,treino_interno
LA_E_3109031,treino_interno
LA_E_3109387,treino_interno
LA_E_3110817,treino_interno
LA_E_3111014,treino_interno
LA_E_3111052,treino_interno
LA_E_3111550,treino_interno
LA_E_3111666,treino_interno
LA_E_3111827,treino_interno
LA_E_3112358,treino_interno
LA_E_3112770,treino_interno
LA_E_3112951,treino_interno
LA_E_3113211,treino_interno
LA_E_3114867,treino_interno
LA_E_3114936,treino_interno
LA_E_3115264,treino_interno
LA_E_3115362,treino_interno
LA_E_3116452,treino_interno
LA_E_3116507,treino_interno
LA_E_3116527,treino_interno
LA_E_3116735,treino_interno
LA_E_3117270,treino_interno
LA_E_3117430,treino_interno
LA_E_3117434,treino_interno
LA_E_3117812,treino_interno
LA_E_3117826,treino_interno
LA_E_3117947,treino_interno
LA_E_3117976,treino_interno
LA_E_3118025,treino_interno
LA_E_3118087,treino_interno
LA_E_3118103,treino_interno
LA_E_3118992,treino_interno
LA_E_3119125,treino_interno
LA_E_3119625,treino_interno
LA_E_3120776,treino_interno
LA_E_3121169,treino_interno
LA_E_3121223,treino_interno
LA_E_3121474,treino_interno
LA_E_3121484,treino_interno
LA_E_3121963,early_stopping
LA_E_3122786,treino_interno
LA_E_3122965,treino_interno
LA_E_3123123,early_stopping
LA_E_3123517,treino_interno
LA_E_3123532,treino_interno
LA_E_3123560,treino_interno
LA_E_3124513,treino_interno
LA_E_3124804,treino_interno
LA_E_3124976,early_stopping
LA_E_3125134,treino_interno
LA_E_3125222,treino_interno
LA_E_3125293,treino_interno
LA_E_3125861,treino_interno
LA_E_3126117,treino_interno
LA_E_3126363,early_stopping
LA_E_3126673,treino_interno
LA_E_3126707,treino_interno
LA_E_3127109,treino_interno
LA_E_3127719,early_stopping
LA_E_3127789,treino_interno
LA_E_3127818,treino_interno
LA_E_3128106,treino_interno
LA_E_3128315,treino_interno
LA_E_3128680,treino_interno
LA_E_3128853,treino_interno
LA_E_3129121,treino_interno
LA_E_3129192,treino_interno
LA_E_3129567,treino_interno
LA_E_3129954,treino_interno
LA_E_3130187,treino_interno
LA_E_3130264,treino_interno
LA_E_3130727,treino_interno
LA_E_3130743,treino_interno
LA_E_3131096,treino_interno
LA_E_3131332,treino_interno
LA_E_3131362,early_stopping
LA_E_3131434,treino_interno
LA_E_3132640,treino_interno
