arquivo,conjunto
LA_E_2732508,treino
LA_E_2732540,treino
LA_E_2732542,teste
LA_E_2732613,treino
LA_E_2732616,treino
LA_E_2732653,treino
LA_E_2732665,treino
LA_E_2732695,treino
LA_E_2732744,treino
LA_E_2732846,treino
LA_E_2732882,treino
LA_E_2732904,treino
LA_E_2732906,treino
LA_E_2733042,treino
LA_E_2733060,treino
LA_E_2733133,treino
LA_E_2733158,treino
LA_E_2733185,treino
LA_E_2733216,teste
LA_E_2733232,treino
LA_E_2733351,treino
LA_E_2733435,validacao
LA_E_2733468,validacao
LA_E_2733485,treino
LA_E_2733554,treino
LA_E_2733567,treino
LA_E_2733614,treino
LA_E_2733669,treino
LA_E_2733698,treino
LA_E_2733703,treino
LA_E_2733726,treino
LA_E_2733786,treino
LA_E_2733944,treino
LA_E_2733990,treino
LA_E_2734091,treino
LA_E_2734101,validacao
LA_E_2734213,treino
LA_E_2734248,treino
LA_E_2734268,treino
LA_E_2734302,teste
LA_E_2734311,treino
LA_E_2734313,validacao
LA_E_2734370,teste
LA_E_2734380,treino
LA_E_2734399,treino
LA_E_2734426,treino
LA_E_2734453,treino
LA_E_2734497,treino
LA_E_2734562,treino
LA_E_2734612,treino
LA_E_2734627,validacao
LA_E_2734648,treino
LA_E_2734649,teste
LA_E_2734706,treino
LA_E_2734713,treino
LA_E_2734725,treino
LA_E_2734811,treino
LA_E_2735102,treino
LA_E_2735241,treino
LA_E_2735374,validacao
LA_E_2735380,treino
LA_E_2735443,teste
LA_E_2735466,treino
LA_E_2735504,treino
LA_E_2735512,validacao
LA_E_2735527,treino
LA_E_2735563,treino
LA_E_2735582,teste
LA_E_2735586,treino
LA_E_2735591,validacao
LA_E_2735621,teste
LA_E_2735677,treino
LA_E_2735681,treino
LA_E_2735686,treino
LA_E_2735693,treino
LA_E_2735761,treino
LA_E_2735768,validacao
LA_E_2735774,treino
LA_E_2735815,teste
LA_E_2735909,teste
LA_E_2735930,validacao
LA_E_2735960,treino
LA_E_2735989,treino
LA_E_2735993,validacao
LA_E_2736040,validacao
LA_E_2736069,treino
LA_E_2736096,treino
LA_E_2736104,teste
LA_E_2736133,treino
LA_E_2736312,treino
LA_E_2736351,teste
LA_E_2736369,treino
LA_E_2736413,treino
LA_E_2736423,treino
LA_E_2736445,treino
LA_E_2736477,treino
LA_E_2736542,treino
LA_E_2736550,treino
LA_E_2736565,teste
LA_E_2736593,treino
LA_E_2736631,treino
LA_E_2736661,treino
LA_E_2736685,treino
LA_E_2736763,treino
LA_E_2737020,treino
LA_E_2737032,validacao
LA_E_2737042,validacao
LA_E_2737070,treino
LA_E_2737077,teste
LA_E_2737092,treino
LA_E_2737098,treino
LA_E_2737139,treino
LA_E_2737165,teste
LA_E_2737241,teste
LA_E_2737305,validacao
LA_E_2737312,treino
LA_E_2737376,treino
LA_E_2737423,teste
LA_E_2737433,treino
LA_E_2737475,treino
LA_E_2737480,treino
LA_E_2737482,treino
LA_E_2737568,validacao
LA_E_2737682,treino
LA_E_2737872,treino
LA_E_2737903,teste
LA_E_2737922,validacao
LA_E_2737942,treino
LA_E_2737943,validacao
LA_E_2738058,treino
LA_E_2738105,treino
LA_E_2738116,treino
LA_E_2738229,treino
LA_E_2738244,treino
LA_E_2738270,treino
LA_E_2738274,treino
LA_E_2738378,teste
LA_E_2738403,validacao
LA_E_2738580,treino
LA_E_2738664,validacao
LA_E_2738692,treino
LA_E_2738870,treino
LA_E_2738877,treino
LA_E_2738887,teste
LA_E_2738888,treino
LA_E_2738986,treino
LA_E_2739057,treino
LA_E_2739196,treino
LA_E_2739204,treino
LA_E_2739425,validacao
LA_E_2739452,teste
LA_E_2739539,validacao
LA_E_2739598,treino
LA_E_2739744,treino
LA_E_2739799,validacao
LA_E_2739802,treino
LA_E_2739873,treino
LA_E_2739974,treino
LA_E_2740021,validacao
LA_E_2740072,treino
LA_E_2740139,treino
LA_E_2740199,treino
LA_E_2740321,treino
LA_E_2740552,validacao
LA_E_2740560,validacao
LA_E_2740565,teste
LA_E_2740598,treino
LA_E_2740633,teste
LA_E_2740642,treino
LA_E_2740653,treino
LA_E_2740700,treino
LA_E_2740708,treino
LA_E_2740714,teste
LA_E_2740826,treino
LA_E_2740876,treino
LA_E_2740881,treino
LA_E_2740939,treino
LA_E_2740974,treino
LA_E_2741020,treino
LA_E_2741028,treino
LA_E_2741163,treino
LA_E_2741210,teste
LA_E_2741211,treino
LA_E_2741240,treino
LA_E_2741256,treino
LA_E_2741320,treino
LA_E_2741442,treino
LA_E_2741471,treino
LA_E_2741529,treino
LA_E_2741538,teste
LA_E_2741544,teste
LA_E_2741557,treino
LA_E_2741598,treino
LA_E_2741646,validacao
LA_E_2741715,teste
LA_E_2741756,treino
LA_E_2741847,treino
LA_E_2741850,treino
LA_E_2741917,validacao
LA_E_2741921,validacao
LA_E_2741944,treino
LA_E_2741981,treino
LA_E_2741987,treino
LA_E_2742024,treino
LA_E_2742028,teste
LA_E_2742046,treino
LA_E_2742141,treino
LA_E_2742207,treino
LA_E_2742239,treino
LA_E_2742246,treino
LA_E_2742286,treino
LA_E_2742304,treino
LA_E_2742410,treino
LA_E_2742453,treino
LA_E_2742461,treino
LA_E_2742509,treino
LA_E_2742562,treino
LA_E_2742605,treino
LA_E_2742672,treino
LA_E_2742681,treino
LA_E_2742728,treino
LA_E_2742738,treino
LA_E_2742850,treino
LA_E_2742911,validacao
LA_E_2742960,teste
LA_E_2742978,treino
LA_E_2742991,teste
LA_E_2743015,treino
LA_E_2743036,teste
LA_E_2743043,teste
LA_E_2743054,treino
LA_E_2743118,teste
LA_E_2743225,teste
LA_E_2743251,treino
LA_E_2743345,treino
LA_E_2743366,treino
LA_E_2743379,validacao
LA_E_2743510,teste
LA_E_2743540,treino
LA_E_2743549,teste
LA_E_2743556,treino
LA_E_2743594,validacao
LA_E_2743612,validacao
LA_E_2743618,treino
LA_E_2743622,treino
LA_E_2743624,treino
LA_E_2743672,treino
LA_E_2743688,validacao
LA_E_2743788,validacao
LA_E_2743790,treino
LA_E_2743839,treino
LA_E_2743892,treino
LA_E_2744046,validacao
LA_E_2744101,validacao
LA_E_2744123,treino
LA_E_2744124,treino
LA_E_2744262,teste
LA_E_2744453,treino
LA_E_2744489,validacao
LA_E_2744493,validacao
LA_E_2744494,validacao
LA_E_2744511,treino
LA_E_2744547,treino
LA_E_2744605,treino
LA_E_2744638,teste
LA_E_2744675,treino
LA_E_2744738,treino
LA_E_2744756,treino
LA_E_2744782,treino
LA_E_2744883,teste
LA_E_2744905,treino
LA_E_2744908,validacao
LA_E_2745053,treino
LA_E_2745145,treino
LA_E_2745157,treino
LA_E_2745158,teste
LA_E_2745183,treino
LA_E_2745257,treino
LA_E_2745330,treino
LA_E_2745438,validacao
LA_E_2745443,teste
LA_E_2745456,treino
LA_E_2745463,teste
LA_E_2745557,treino
LA_E_2745579,treino
LA_E_2745590,teste
LA_E_2745742,treino
LA_E_2745756,treino
LA_E_2745787,validacao
LA_E_2745861,validacao
LA_E_2745881,treino
LA_E_2745903,teste
LA_E_2745935,treino
LA_E_2745958,validacao
LA_E_2745967,treino
LA_E_2746141,treino
LA_E_2746268,treino
LA_E_2746392,treino
LA_E_2746436,treino
LA_E_2746470,treino
LA_E_2746483,treino
LA_E_2746517,treino
LA_E_2746556,validacao
LA_E_2746640,treino
LA_E_2746716,validacao
LA_E_2746851,treino
LA_E_2746890,treino
LA_E_2746892,treino
LA_E_2746935,treino
LA_E_2746941,treino
LA_E_2747099,treino
LA_E_2747168,treino
LA_E_2747303,treino
LA_E_2747307,treino
LA_E_2747324,teste
LA_E_2747330,treino
LA_E_2747481,validacao
LA_E_2747490,treino
LA_E_2747500,validacao
LA_E_2747506,teste
LA_E_2747594,teste
LA_E_2747670,treino
LA_E_2747678,treino
LA_E_2747715,treino
LA_E_2747774,treino
LA_E_2747800,treino
LA_E_2747805,treino
LA_E_2747893,treino
LA_E_2747950,treino
LA_E_2747960,treino
LA_E_2748014,treino
LA_E_2748038,treino
LA_E_2748067,teste
LA_E_2748102,treino
LA_E_2748103,treino
LA_E_2748135,validacao
LA_E_2748193,treino
LA_E_2748218,treino
LA_E_2748273,validacao
LA_E_2748336,treino
LA_E_2748354,treino
LA_E_2748364,teste
LA_E_2748387,treino
LA_E_2748469,treino
LA_E_2748470,validacao
LA_E_2748593,treino
LA_E_2748741,treino
LA_E_2748780,treino
LA_E_2748800,treino
LA_E_2748843,treino
LA_E_2748849,treino
LA_E_2748901,validacao
LA_E_2749040,treino
LA_E_2749259,treino
LA_E_2749303,treino
LA_E_2749363,teste
LA_E_2749383,treino
LA_E_2749395,treino
LA_E_2749407,treino
LA_E_2749412,treino
LA_E_2749419,validacao
LA_E_2749496,treino
LA_E_2749538,teste
LA_E_2749595,validacao
LA_E_2749653,treino
LA_E_2749707,teste
LA_E_2749872,teste
LA_E_2749888,treino
LA_E_2749890,treino
LA_E_2749954,treino
LA_E_2750089,treino
LA_E_2750093,treino
LA_E_2750103,treino
LA_E_2750150,treino
LA_E_2750188,treino
LA_E_2750403,treino
LA_E_2750405,validacao
LA_E_2750436,teste
LA_E_2750445,treino
LA_E_2750450,treino
LA_E_2750460,treino
LA_E_2750469,teste
LA_E_2750564,treino
LA_E_2750608,treino
LA_E_2750611,teste
LA_E_2750638,treino
LA_E_2750751,treino
LA_E_2750752,treino
LA_E_2750881,teste
LA_E_2750946,validacao
LA_E_2751065,treino
LA_E_2751076,treino
LA_E_2751124,treino
LA_E_2751125,teste
LA_E_2751139,treino
LA_E_2751316,treino
LA_E_2751384,treino
LA_E_2751391,treino
LA_E_2751408,validacao
LA_E_2751432,teste
LA_E_2751455,validacao
LA_E_2751519,treino
LA_E_2751579,treino
LA_E_2751604,teste
LA_E_2751650,teste
LA_E_2751682,treino
LA_E_2751694,treino
LA_E_2751703,treino
LA_E_2751714,treino
LA_E_2751839,treino
LA_E_2751842,treino
LA_E_2751900,treino
LA_E_2751986,treino
LA_E_2751995,treino
LA_E_2752009,treino
LA_E_2752133,validacao
LA_E_2752179,treino
LA_E_2752238,treino
LA_E_2752252,treino
LA_E_2752429,treino
LA_E_2752455,treino
LA_E_2752508,treino
LA_E_2752552,treino
LA_E_2752558,treino
LA_E_2752577,validacao
LA_E_2752594,validacao
LA_E_2752596,teste
LA_E_2752604,teste
LA_E_2752620,treino
LA_E_2752621,treino
LA_E_2752674,treino
LA_E_2752691,treino
LA_E_2752702,teste
LA_E_2752720,treino
LA_E_2752734,validacao
LA_E_2752761,treino
LA_E_2752821,validacao
LA_E_2752845,teste
LA_E_2752856,treino
LA_E_2752882,treino
LA_E_2752936,treino
LA_E_2752967,treino
LA_E_2753049,validacao
LA_E_2753084,treino
LA_E_2753143,validacao
LA_E_2753251,treino
LA_E_2753325,teste
LA_E_2753342,treino
LA_E_2753367,teste
LA_E_2753374,teste
LA_E_2753581,treino
LA_E_2753608,treino
LA_E_2753815,treino
LA_E_2754033,treino
LA_E_2754036,treino
LA_E_2754047,validacao
LA_E_2754100,teste
LA_E_2754110,treino
LA_E_2754119,treino
LA_E_2754137,validacao
LA_E_2754194,validacao
LA_E_2754283,treino
LA_E_2754293,treino
LA_E_2754407,treino
LA_E_2754418,treino
LA_E_2754434,treino
LA_E_2754450,validacao
LA_E_2754496,treino
LA_E_2754504,treino
LA_E_2754519,treino
LA_E_2754607,treino
LA_E_2754649,teste
LA_E_2754657,treino
LA_E_2754676,treino
LA_E_2754688,treino
LA_E_2754740,treino
LA_E_2755071,treino
LA_E_2755081,treino
LA_E_2755115,treino
LA_E_2755123,validacao
LA_E_2755165,treino
LA_E_2755167,treino
LA_E_2755176,treino
LA_E_2755190,treino
LA_E_2755197,treino
LA_E_2755287,teste
LA_E_2755310,treino
LA_E_2755367,treino
LA_E_2755440,treino
LA_E_2755442,treino
LA_E_2755443,treino
LA_E_2755493,treino
LA_E_2755528,validacao
LA_E_2755589,validacao
LA_E_2755592,treino
LA_E_2755593,treino
LA_E_2755719,teste
LA_E_2755724,treino
LA_E_2755754,treino
LA_E_2755833,treino
LA_E_2755854,treino
LA_E_2755876,treino
LA_E_2755901,teste
LA_E_2755934,treino
LA_E_2755941,treino
LA_E_2756014,treino
LA_E_2756031,treino
LA_E_2756126,treino
LA_E_2756156,treino
LA_E_2756204,teste
LA_E_2756289,treino
LA_E_2756339,treino
LA_E_2756345,treino
LA_E_2756353,treino
LA_E_2756358,validacao
LA_E_2756387,treino
LA_E_2756463,treino
LA_E_2756485,validacao
LA_E_2756531,treino
LA_E_2756564,treino
LA_E_2756641,teste
LA_E_2756659,treino
LA_E_2756702,treino
LA_E_2756729,validacao
LA_E_2756753,treino
LA_E_2756763,treino
LA_E_2756780,validacao
LA_E_2756787,teste
LA_E_2757001,teste
LA_E_2757038,teste
LA_E_2757039,treino
LA_E_2757093,treino
LA_E_2757122,treino
LA_E_2757181,treino
LA_E_2757230,treino
LA_E_2757307,treino
LA_E_2757322,treino
LA_E_2757324,treino
LA_E_2757409,treino
LA_E_2757474,treino
LA_E_2757478,treino
LA_E_2757538,treino
LA_E_2757587,treino
LA_E_2757683,treino
LA_E_2757747,treino
LA_E_2757774,treino
LA_E_2757869,treino
LA_E_2757972,treino
LA_E_2758056,treino
LA_E_2758124,treino
LA_E_2758136,treino
LA_E_2758147,treino
LA_E_2758168,treino
LA_E_2758177,validacao
LA_E_2758181,treino
LA_E_2758229,treino
LA_E_2758298,teste
LA_E_2758331,treino
LA_E_2758415,treino
LA_E_2758468,treino
LA_E_2758493,treino
LA_E_2758581,validacao
LA_E_2758669,treino
LA_E_2758725,treino
LA_E_2758813,treino
LA_E_2758829,treino
LA_E_2758836,treino
LA_E_2758875,treino
LA_E_2758893,treino
LA_E_2758899,treino
LA_E_2758927,validacao
LA_E_2758965,teste
LA_E_2758970,teste
LA_E_2759120,treino
LA_E_2759144,validacao
LA_E_2759204,validacao
LA_E_2759244,treino
LA_E_2759268,treino
LA_E_2759285,treino
LA_E_2759289,validacao
LA_E_2759296,teste
LA_E_2759297,treino
LA_E_2759392,teste
LA_E_2759407,treino
LA_E_2759422,treino
LA_E_2759426,treino
LA_E_2759448,treino
LA_E_2759453,treino
LA_E_2759459,treino
LA_E_2759516,teste
LA_E_2759520,treino
LA_E_2759581,treino
LA_E_2759584,validacao
LA_E_2759587,treino
LA_E_2759608,teste
LA_E_2759624,treino
LA_E_2759663,treino
LA_E_2759701,teste
LA_E_2759831,validacao
LA_E_2759857,validacao
LA_E_2759888,treino
LA_E_2759906,validacao
LA_E_2759967,treino
LA_E_2759981,treino
LA_E_2759988,treino
LA_E_2759999,teste
LA_E_2760062,treino
LA_E_2760070,treino
LA_E_2760087,treino
LA_E_2760180,treino
LA_E_2760231,teste
LA_E_2760258,teste
LA_E_2760343,treino
LA_E_2760425,validacao
LA_E_2760551,treino
LA_E_2760562,treino
LA_E_2760602,validacao
LA_E_2760641,validacao
LA_E_2760723,treino
LA_E_2760975,validacao
LA_E_2761026,treino
LA_E_2761116,treino
LA_E_2761154,treino
LA_E_2761157,treino
LA_E_2761188,treino
LA_E_2761197,treino
LA_E_2761221,treino
LA_E_2761231,treino
LA_E_2761281,teste
LA_E_2761291,validacao
LA_E_2761459,treino
LA_E_2761527,treino
LA_E_2761553,treino
LA_E_2761601,validacao
LA_E_2761677,teste
LA_E_2761702,treino
LA_E_2761725,treino
LA_E_2761751,treino
LA_E_2761770,validacao
LA_E_2761771,teste
LA_E_2761872,treino
LA_E_2761905,treino
LA_E_2761924,teste
LA_E_2761946,treino
LA_E_2761967,treino
LA_E_2761996,treino
LA_E_2762069,validacao
LA_E_2762084,validacao
LA_E_2762169,teste
LA_E_2762210,teste
LA_E_2762214,validacao
LA_E_2762285,treino
LA_E_2762296,treino
LA_E_2762309,treino
LA_E_2762347,treino
LA_E_2762576,treino
LA_E_2762612,validacao
LA_E_2762689,treino
LA_E_2762791,teste
LA_E_2762803,treino
LA_E_2762847,treino
LA_E_2762861,validacao
LA_E_2762964,treino
LA_E_2762977,validacao
LA_E_2762999,treino
LA_E_2763001,validacao
LA_E_2763036,treino
LA_E_2763050,treino
LA_E_2763079,treino
LA_E_2763083,treino
LA_E_2763108,teste
LA_E_2763223,treino
LA_E_2763245,teste
LA_E_2763292,treino
LA_E_2763497,treino
LA_E_2763505,treino
LA_E_2763506,treino
LA_E_2763534,treino
LA_E_2763553,treino
LA_E_2763638,treino
LA_E_2763665,treino
LA_E_2763685,treino
LA_E_2763787,treino
LA_E_2763812,teste
LA_E_2763819,treino
LA_E_2763899,treino
LA_E_2763910,treino
LA_E_2763958,treino
LA_E_2764007,validacao
LA_E_2764118,teste
LA_E_2764133,treino
LA_E_2764150,teste
LA_E_2764157,treino
LA_E_2764174,treino
LA_E_2764181,treino
LA_E_2764207,treino
LA_E_2764246,treino
LA_E_2764261,treino
LA_E_2764312,treino
LA_E_2764376,validacao
LA_E_2764402,treino
LA_E_2764431,validacao
LA_E_2764456,treino
LA_E_2764592,validacao
LA_E_2764602,validacao
LA_E_2764613,treino
LA_E_2764679,teste
LA_E_2764715,teste
LA_E_2764769,teste
LA_E_2764816,treino
LA_E_2764825,treino
LA_E_2764855,treino
LA_E_2764974,treino
LA_E_2765016,validacao
LA_E_2765052,validacao
LA_E_2765133,treino
LA_E_2765193,validacao
LA_E_2765204,treino
LA_E_2765238,teste
LA_E_2765364,treino
LA_E_2765435,treino
LA_E_2765466,treino
LA_E_2765507,treino
LA_E_2765538,teste
LA_E_2765547,treino
LA_E_2765615,treino
LA_E_2765632,treino
LA_E_2765633,treino
LA_E_2765678,teste
LA_E_2765688,treino
LA_E_2765694,treino
LA_E_2765718,treino
LA_E_2765754,validacao
LA_E_2765811,validacao
LA_E_2765846,treino
LA_E_2765929,validacao
LA_E_2765936,treino
LA_E_2765954,treino
LA_E_2765994,treino
LA_E_2766058,treino
LA_E_2766184,validacao
LA_E_2766192,treino
LA_E_2766213,teste
LA_E_2766221,validacao
LA_E_2766459,treino
LA_E_2766500,treino
LA_E_2766641,treino
LA_E_2766721,treino
LA_E_2766795,treino
LA_E_2766836,treino
LA_E_2767181,teste
LA_E_2767196,treino
LA_E_2767214,treino
LA_E_2767388,treino
LA_E_2767514,treino
LA_E_2767546,treino
LA_E_2767561,treino
LA_E_2767628,treino
LA_E_2767636,treino
LA_E_2767648,treino
LA_E_2767679,treino
LA_E_2767749,treino
LA_E_2767767,treino
LA_E_2767862,treino
LA_E_2767875,treino
LA_E_2767883,validacao
LA_E_2767912,treino
LA_E_2767952,treino
LA_E_2767986,treino
LA_E_2768012,treino
LA_E_2768018,treino
LA_E_2768032,treino
LA_E_2768033,treino
LA_E_2768092,treino
LA_E_2768166,teste
LA_E_2768206,validacao
LA_E_2768275,treino
LA_E_2768295,treino
LA_E_2768304,teste
LA_E_2768583,treino
LA_E_2768604,validacao
LA_E_2768620,treino
LA_E_2768639,treino
LA_E_2768693,treino
LA_E_2768774,validacao
LA_E_2768778,treino
LA_E_2768786,validacao
LA_E_2768879,validacao
LA_E_2768899,treino
LA_E_2768916,treino
LA_E_2768939,treino
LA_E_2768951,treino
LA_E_2768996,treino
LA_E_2769050,treino
LA_E_2769059,treino
LA_E_2769086,treino
LA_E_2769170,treino
LA_E_2769174,validacao
LA_E_2769238,validacao
LA_E_2769366,treino
LA_E_2769488,treino
LA_E_2769500,treino
LA_E_2769574,validacao
LA_E_2769653,validacao
LA_E_2769774,treino
LA_E_2769782,treino
LA_E_2769785,validacao
LA_E_2769817,treino
LA_E_2769846,treino
LA_E_2769855,treino
LA_E_2769910,treino
LA_E_2769961,treino
LA_E_2769989,treino
LA_E_2770082,validacao
LA_E_2770141,treino
LA_E_2770233,treino
LA_E_2770296,treino
LA_E_2770318,treino
LA_E_2770337,treino
LA_E_2770359,treino
LA_E_2770411,treino
LA_E_2770522,validacao
LA_E_2770561,treino
LA_E_2770564,treino
LA_E_2770571,validacao
LA_E_2770603,treino
LA_E_2770648,treino
LA_E_2770663,treino
LA_E_2770667,treino
LA_E_2770672,treino
LA_E_2770674,treino
LA_E_2770680,teste
LA_E_2770697,treino
LA_E_2770705,treino
LA_E_2770706,treino
LA_E_2770747,treino
LA_E_2770813,treino
LA_E_2770993,treino
LA_E_2771044,teste
LA_E_2771058,treino
LA_E_2771087,treino
LA_E_2771125,treino
LA_E_2771164,teste
LA_E_2771165,treino
LA_E_2771202,treino
LA_E_2771235,validacao
LA_E_2771342,treino
LA_E_2771370,treino
LA_E_2771382,treino
LA_E_2771449,treino
LA_E_2771468,treino
LA_E_2771474,validacao
LA_E_2771492,treino
LA_E_2771501,treino
LA_E_2771516,validacao
LA_E_2771530,treino
LA_E_2771574,treino
LA_E_2771582,treino
LA_E_2771759,treino
LA_E_2771813,treino
LA_E_2771841,treino
LA_E_2771921,treino
LA_E_2771978,treino
LA_E_2772021,validacao
LA_E_2772050,validacao
LA_E_2772070,teste
LA_E_2772153,treino
LA_E_2772156,teste
LA_E_2772177,treino
LA_E_2772186,treino
LA_E_2772262,treino
LA_E_2772269,treino
LA_E_2772301,treino
LA_E_2772311,treino
LA_E_2772375,treino
LA_E_2772397,treino
LA_E_2772423,teste
LA_E_2772434,treino
LA_E_2772607,teste
LA_E_2772633,treino
LA_E_2772926,treino
LA_E_2772936,validacao
LA_E_2772938,validacao
LA_E_2773007,treino
LA_E_2773096,teste
LA_E_2773136,validacao
LA_E_2773172,teste
LA_E_2773349,treino
LA_E_2773406,treino
LA_E_2773417,teste
LA_E_2773440,teste
LA_E_2773443,treino
LA_E_2773463,treino
LA_E_2773524,treino
LA_E_2773564,treino
LA_E_2773636,treino
LA_E_2773732,treino
LA_E_2773743,treino
LA_E_2773785,treino
LA_E_2773834,treino
LA_E_2773850,treino
LA_E_2773857,validacao
LA_E_2773963,validacao
LA_E_2774031,validacao
LA_E_2774045,teste
LA_E_2774073,treino
LA_E_2774142,teste
LA_E_2774155,treino
LA_E_2774166,teste
LA_E_2774205,treino
LA_E_2774250,treino
LA_E_2774272,teste
LA_E_2774288,teste
LA_E_2774384,treino
LA_E_2774386,treino
LA_E_2774439,validacao
LA_E_2774501,teste
LA_E_2774702,treino
LA_E_2774761,treino
LA_E_2774784,teste
LA_E_2774798,teste
LA_E_2774805,treino
LA_E_2774859,treino
LA_E_2774966,treino
LA_E_2774979,treino
LA_E_2775073,validacao
LA_E_2775078,treino
LA_E_2775091,treino
LA_E_2775123,validacao
LA_E_2775184,treino
LA_E_2775186,treino
LA_E_2775249,validacao
LA_E_2775282,treino
LA_E_2775283,treino
LA_E_2775372,treino
LA_E_2775406,treino
LA_E_2775453,treino
LA_E_2775464,treino
LA_E_2775474,validacao
LA_E_2775494,treino
LA_E_2775503,treino
LA_E_2775535,treino
LA_E_2775561,treino
LA_E_2775572,validacao
LA_E_2775602,teste
LA_E_2775665,treino
LA_E_2775670,treino
LA_E_2775770,treino
LA_E_2775828,validacao
LA_E_2775855,treino
LA_E_2775867,treino
LA_E_2775876,treino
LA_E_2775880,treino
LA_E_2775892,treino
LA_E_2775948,treino
LA_E_2775981,treino
LA_E_2775982,treino
LA_E_2775993,treino
LA_E_2775996,treino
LA_E_2776026,treino
LA_E_2776061,validacao
LA_E_2776084,validacao
LA_E_2776117,treino
LA_E_2776153,teste
LA_E_2776191,treino
LA_E_2776218,treino
LA_E_2776252,treino
LA_E_2776279,treino
LA_E_2776284,treino
LA_E_2776285,validacao
LA_E_2776371,treino
LA_E_2776491,treino
LA_E_2776523,treino
LA_E_2776574,treino
LA_E_2776594,treino
LA_E_2776642,treino
LA_E_2776643,validacao
LA_E_2776658,teste
LA_E_2776687,teste
LA_E_2776747,treino
LA_E_2776784,treino
LA_E_2776913,teste
LA_E_2776952,treino
LA_E_2777069,treino
LA_E_2777083,validacao
LA_E_2777142,treino
LA_E_2777153,treino
LA_E_2777219,treino
LA_E_2777229,treino
LA_E_2777321,validacao
LA_E_2777324,treino
LA_E_2777337,treino
LA_E_2777343,treino
LA_E_2777422,treino
LA_E_2777465,treino
LA_E_2777509,validacao
LA_E_2777585,treino
LA_E_2777637,treino
LA_E_2777653,validacao
LA_E_2777654,teste
LA_E_2777667,treino
LA_E_2777722,treino
LA_E_2777741,treino
LA_E_2777755,validacao
LA_E_2777798,treino
LA_E_2777821,teste
LA_E_2777861,validacao
LA_E_2777881,teste
LA_E_2777895,treino
LA_E_2777939,treino
LA_E_2777943,treino
LA_E_2777972,treino
LA_E_2778071,validacao
LA_E_2778084,validacao
LA_E_2778120,treino
LA_E_2778142,treino
LA_E_2778153,treino
LA_E_2778155,treino
LA_E_2778165,treino
LA_E_2778182,treino
LA_E_2778421,validacao
LA_E_2778429,validacao
LA_E_2778489,validacao
LA_E_2778499,treino
LA_E_2778509,teste
LA_E_2778555,validacao
LA_E_2778559,treino
LA_E_2778638,treino
LA_E_2778685,treino
LA_E_2778786,treino
LA_E_2778869,treino
LA_E_2778950,validacao
LA_E_2779116,treino
LA_E_2779219,treino
LA_E_2779474,validacao
LA_E_2779487,treino
LA_E_2779513,treino
LA_E_2779535,treino
LA_E_2779571,teste
LA_E_2779751,validacao
LA_E_2779799,treino
LA_E_2779802,teste
LA_E_2779817,validacao
LA_E_2779827,teste
LA_E_2779846,treino
LA_E_2780029,teste
LA_E_2780030,treino
LA_E_2780048,treino
LA_E_2780085,treino
LA_E_2780155,treino
LA_E_2780241,treino
LA_E_2780253,treino
LA_E_2780372,treino
LA_E_2780423,validacao
LA_E_2780618,teste
LA_E_2780636,treino
LA_E_2780638,treino
LA_E_2780656,treino
LA_E_2780812,treino
LA_E_2780868,treino
LA_E_2780900,treino
LA_E_2780970,treino
LA_E_2780985,treino
LA_E_2781053,treino
LA_E_2781102,treino
LA_E_2781144,validacao
LA_E_2781195,treino
LA_E_2781291,validacao
LA_E_2781320,treino
LA_E_2781326,teste
LA_E_2781412,treino
LA_E_2781514,treino
LA_E_2781519,teste
LA_E_2781536,validacao
LA_E_2781563,treino
LA_E_2781564,treino
LA_E_2781617,treino
LA_E_2781694,teste
LA_E_2781813,validacao
LA_E_2781850,treino
LA_E_2781866,teste
LA_E_2781902,validacao
LA_E_2781933,treino
LA_E_2781977,treino
LA_E_2781989,treino
LA_E_2782010,treino
LA_E_2782064,treino
LA_E_2782071,treino
LA_E_2782137,treino
LA_E_2782165,validacao
LA_E_2782210,treino
LA_E_2782260,treino
LA_E_2782287,validacao
LA_E_2782299,treino
LA_E_2782402,treino
LA_E_2782439,treino
LA_E_2782554,treino
LA_E_2782611,validacao
LA_E_2782622,treino
LA_E_2782646,teste
LA_E_2782659,validacao
LA_E_2782669,teste
LA_E_2782727,validacao
LA_E_2782729,treino
LA_E_2782745,teste
LA_E_2782760,teste
LA_E_2782770,validacao
LA_E_2782830,teste
LA_E_2782878,validacao
LA_E_2782885,validacao
LA_E_2782909,treino
LA_E_2782933,treino
LA_E_2782971,treino
LA_E_2782973,treino
LA_E_2782985,treino
LA_E_2783097,treino
LA_E_2783259,teste
LA_E_2783360,teste
LA_E_2783558,teste
LA_E_2783563,treino
LA_E_2783662,treino
LA_E_2783718,treino
LA_E_2783732,teste
LA_E_2783771,treino
LA_E_2783790,teste
LA_E_2783856,treino
LA_E_2783940,treino
LA_E_2783954,treino
LA_E_2783978,treino
LA_E_2784011,validacao
LA_E_2784047,teste
LA_E_2784053,treino
LA_E_2784069,treino
LA_E_2784116,treino
LA_E_2784173,treino
LA_E_2784241,teste
LA_E_2784282,treino
LA_E_2784298,treino
LA_E_2784342,treino
LA_E_2784495,treino
LA_E_2784549,treino
LA_E_2784550,treino
LA_E_2784608,validacao
LA_E_2784662,treino
LA_E_2784760,validacao
LA_E_2784925,validacao
LA_E_2784948,validacao
LA_E_2785005,validacao
LA_E_2785020,treino
LA_E_2785021,treino
